Event.Index,UTC.Timestamp,UTC.Date,Participant.Private.ID,Task.Version,Trial.Number,Response,display,ID,discuss_1,read_1,age,gender,edu,arg_ID,Arg_Position,Arguments,rater_position,response_ratings
57,1658936710170,27/07/2022 15:45:10,6847742,3,55,Disagree,statements,59,Most months,Rarely,58,Female,"GCSEs,A levels",2,Against,Worried about the side effects that could happen,Pro,2
58,1658936712858,27/07/2022 15:45:12,6847742,3,56,Somewhat Agree,statements,58,Most weeks,Rarely,28,Female,"Undergraduate degree (BSc, BA)",2,For,Have underlying health conditions,Pro,5
59,1658936718873,27/07/2022 15:45:18,6847742,3,57,Somewhat Disagree,statements,53,Most days,Most days,33,Male,GCSEs,2,Against,Big pharma taking 3.7billion in profits not giving it to everyone for free,Pro,3
60,1658936721867,27/07/2022 15:45:21,6847742,3,58,Strongly Agree,statements,54,Most days,Most days,47,Female,"Undergraduate degree (BSc, BA)",2,For,I want to do my bit to protect the vulnerable ...so I don't pass it on to others,Pro,7
61,1658936723568,27/07/2022 15:45:23,6847742,3,59,Strongly Agree,statements,58,Most weeks,Rarely,28,Female,"Undergraduate degree (BSc, BA)",1,For,Want to get back to normal,Pro,7
62,1658936726285,27/07/2022 15:45:26,6847742,3,60,Strongly Disagree,statements,56,A few times a year,A few times a year,25,Female,A levels,1,Against,Don't know possible long term health complications,Pro,1
63,1658936730657,27/07/2022 15:45:30,6847742,3,61,Strongly Disagree,statements,55,Rarely,Rarely,49,Female,"Undergraduate degree (BSc, BA)",2,Against,"We don't yet know if there are any long term side effect of the vaccine, or how long it will stay effective, there just hasn't been time to test any of this.",Pro,1
64,1658936733206,27/07/2022 15:45:33,6847742,3,62,Somewhat Agree,statements,52,Rarely,Most months,43,Female,"Undergraduate degree (BSc, BA)",1,For,"Because everyone I know had it, i.e. peer pressure",Pro,5
3,1658936535485,27/07/2022 15:42:15,6847746,3,1,Agree,statements,54,Most days,Most days,47,Female,"Undergraduate degree (BSc, BA)",3,For,"Even though it may not be fatal for everyone , people ca still suffer from long covid",Pro,6
4,1658936541820,27/07/2022 15:42:21,6847746,3,2,Somewhat Agree,statements,60,Rarely,A few times a year,30,Female,"Undergraduate degree (BSc, BA)",3,Against,"Even after the vaccine, you are not guaranteed immunity.",Pro,5
5,1658936548904,27/07/2022 15:42:28,6847746,3,3,Somewhat Agree,statements,56,A few times a year,A few times a year,25,Female,A levels,3,Against,Don't know how long immunity lasts,Pro,5
6,1658936562920,27/07/2022 15:42:42,6847746,3,4,Somewhat Disagree,statements,58,Most weeks,Rarely,28,Female,"Undergraduate degree (BSc, BA)",1,Against,Don't know the long term effects on fertility,Pro,3
7,1658936568106,27/07/2022 15:42:48,6847746,3,5,Somewhat Disagree,statements,54,Most days,Most days,47,Female,"Undergraduate degree (BSc, BA)",2,Against,The vaccines haven't been thoroughly tested so the side effects are as yet unknown,Pro,3
8,1658936570747,27/07/2022 15:42:50,6847746,3,6,Neither Agree nor Disagree,statements,51,Rarely,Most days,59,Female,"Undergraduate degree (BSc, BA)",1,For,I'm worried about catching the coronavirus.,Pro,4
9,1658936577356,27/07/2022 15:42:57,6847746,3,7,Agree,statements,59,Most months,Rarely,58,Female,"GCSEs,A levels",2,For,I want to feel safer,Pro,6
10,1658936579909,27/07/2022 15:42:59,6847746,3,8,Strongly Agree,statements,59,Most months,Rarely,58,Female,"GCSEs,A levels",1,For,I want to help by being vaccinated,Pro,7
11,1658936582531,27/07/2022 15:43:02,6847746,3,9,Strongly Agree,statements,56,A few times a year,A few times a year,25,Female,A levels,2,For,Lessen chance of spreading it,Pro,7
12,1658936587331,27/07/2022 15:43:07,6847746,3,10,Strongly Disagree,statements,58,Most weeks,Rarely,28,Female,"Undergraduate degree (BSc, BA)",3,Against,Not a risk group for covid,Pro,1
13,1658936590234,27/07/2022 15:43:10,6847746,3,11,Somewhat Agree,statements,60,Rarely,A few times a year,30,Female,"Undergraduate degree (BSc, BA)",3,For,get back to normal life,Pro,5
14,1658936594526,27/07/2022 15:43:14,6847746,3,12,Somewhat Disagree,statements,59,Most months,Rarely,58,Female,"GCSEs,A levels",2,Against,Worried about the side effects that could happen,Pro,3
15,1658936600515,27/07/2022 15:43:20,6847746,3,13,Disagree,statements,52,Rarely,Most months,43,Female,"Undergraduate degree (BSc, BA)",1,For,"Because everyone I know had it, i.e. peer pressure",Pro,2
16,1658936603107,27/07/2022 15:43:23,6847746,3,14,Somewhat Disagree,statements,59,Most months,Rarely,58,Female,"GCSEs,A levels",1,Against,The vaccine has not been tested for long enough,Pro,3
17,1658936610094,27/07/2022 15:43:30,6847746,3,15,Disagree,statements,55,Rarely,Rarely,49,Female,"Undergraduate degree (BSc, BA)",3,Against,"I can carry on keeping my distance from people, wearing a mask and using hand sanitiser and keep myself and my family safe that way. It's worked so far.",Pro,2
18,1658936621205,27/07/2022 15:43:41,6847746,3,16,Somewhat Disagree,statements,53,Most days,Most days,33,Male,GCSEs,2,Against,Big pharma taking 3.7billion in profits not giving it to everyone for free,Pro,3
19,1658936633025,27/07/2022 15:43:53,6847746,3,17,Agree,statements,58,Most weeks,Rarely,28,Female,"Undergraduate degree (BSc, BA)",3,For,Have close family with underlying heath conditions,Pro,6
20,1658936634893,27/07/2022 15:43:54,6847746,3,18,Somewhat Agree,statements,56,A few times a year,A few times a year,25,Female,A levels,3,For,Go 'back to normal',Pro,5
21,1658936640171,27/07/2022 15:44:00,6847746,3,19,Disagree,statements,51,Rarely,Most days,59,Female,"Undergraduate degree (BSc, BA)",1,Against,The vaccine was never tested to the gold standard.,Pro,2
22,1658936643936,27/07/2022 15:44:03,6847746,3,20,Strongly Agree,statements,60,Rarely,A few times a year,30,Female,"Undergraduate degree (BSc, BA)",1,For,"Herd immunity if everyone does it, it will be more effective",Pro,7
23,1658936646462,27/07/2022 15:44:06,6847746,3,21,Somewhat Agree,statements,58,Most weeks,Rarely,28,Female,"Undergraduate degree (BSc, BA)",1,For,Want to get back to normal,Pro,5
24,1658936650639,27/07/2022 15:44:10,6847746,3,22,Agree,statements,52,Rarely,Most months,43,Female,"Undergraduate degree (BSc, BA)",3,For,"Vaccines are good, regardless of how new or experimental they are",Pro,6
25,1658936654154,27/07/2022 15:44:14,6847746,3,23,Strongly Disagree,statements,59,Most months,Rarely,58,Female,"GCSEs,A levels",3,Against,If enough other people get vaccinated I won't need it,Pro,1
26,1658936665823,27/07/2022 15:44:25,6847746,3,24,Strongly Disagree,statements,53,Most days,Most days,33,Male,GCSEs,3,Against,If it's so effective then why do we have to wear masks and social distance,Pro,1
27,1658936670914,27/07/2022 15:44:30,6847746,3,25,Somewhat Agree,statements,51,Rarely,Most days,59,Female,"Undergraduate degree (BSc, BA)",2,For,I want to be able to go out and about without worrying.,Pro,5
28,1658936673505,27/07/2022 15:44:33,6847746,3,26,Somewhat Disagree,statements,53,Most days,Most days,33,Male,GCSEs,1,Against,Not tested enough not enough clinical trials,Pro,3
29,1658936676942,27/07/2022 15:44:36,6847746,3,27,Neither Agree nor Disagree,statements,53,Most days,Most days,33,Male,GCSEs,2,For,All my friends have got it so IÈm getting it,Pro,4
30,1658936679545,27/07/2022 15:44:39,6847746,3,28,Somewhat Agree,statements,59,Most months,Rarely,58,Female,"GCSEs,A levels",3,For,It's the only way out of this pandemic,Pro,5
31,1658936682358,27/07/2022 15:44:42,6847746,3,29,Strongly Agree,statements,57,Most weeks,Most months,29,Female,"Undergraduate degree (BSc, BA)",1,For,Lower infection and transmission rates,Pro,7
33,1658936691048,27/07/2022 15:44:51,6847746,3,31,Disagree,statements,55,Rarely,Rarely,49,Female,"Undergraduate degree (BSc, BA)",3,For,Most people haven't had any serious side effects.,Pro,2
34,1658936698769,27/07/2022 15:44:58,6847746,3,32,Somewhat Disagree,statements,51,Rarely,Most days,59,Female,"Undergraduate degree (BSc, BA)",3,Against,"RNA vaccines are new, and past trials and tests with them on animals were unsuccessful, with many animal deaths from them. RNA vaccines can be dangerous and the long-term effects are unknown.",Pro,3
35,1658936701871,27/07/2022 15:45:01,6847746,3,33,Somewhat Disagree,statements,52,Rarely,Most months,43,Female,"Undergraduate degree (BSc, BA)",2,Against,The trials haven't run long enough to know the long term effects,Pro,3
36,1658936714807,27/07/2022 15:45:14,6847746,3,34,Somewhat Agree,statements,54,Most days,Most days,47,Female,"Undergraduate degree (BSc, BA)",3,Against,The vaccine does not give you full immunity ....you can still catch and transmit the virus after being vaccinated .,Pro,5
37,1658936720178,27/07/2022 15:45:20,6847746,3,35,Neither Agree nor Disagree,statements,55,Rarely,Rarely,49,Female,"Undergraduate degree (BSc, BA)",2,Against,"We don't yet know if there are any long term side effect of the vaccine, or how long it will stay effective, there just hasn't been time to test any of this.",Pro,4
38,1658936725464,27/07/2022 15:45:25,6847746,3,36,Somewhat Agree,statements,56,A few times a year,A few times a year,25,Female,A levels,2,Against,Not effective against different strains,Pro,5
39,1658936729427,27/07/2022 15:45:29,6847746,3,37,Strongly Agree,statements,60,Rarely,A few times a year,30,Female,"Undergraduate degree (BSc, BA)",2,For,looking after most vulnerable in society and protecting friends and family,Pro,7
40,1658936733018,27/07/2022 15:45:33,6847746,3,38,Strongly Agree,statements,57,Most weeks,Most months,29,Female,"Undergraduate degree (BSc, BA)",2,For,reduce the impact of COVID-19 symptoms when contracted,Pro,7
41,1658936735000,27/07/2022 15:45:35,6847746,3,39,Somewhat Agree,statements,51,Rarely,Most days,59,Female,"Undergraduate degree (BSc, BA)",3,For,I want to get back to 'normal'.,Pro,5
42,1658936750561,27/07/2022 15:45:50,6847746,3,40,Disagree,statements,51,Rarely,Most days,59,Female,"Undergraduate degree (BSc, BA)",2,Against,"The vaccine trials have caused some very adverse reactions, ongoing complications, and even death. Some covid vaccine manufacturers have even stated these dangers themselves.",Pro,2
43,1658936757652,27/07/2022 15:45:57,6847746,3,41,Disagree,statements,58,Most weeks,Rarely,28,Female,"Undergraduate degree (BSc, BA)",2,Against,Don't know enough about it,Pro,2
44,1658936764967,27/07/2022 15:46:04,6847746,3,42,Somewhat Disagree,statements,57,Most weeks,Most months,29,Female,"Undergraduate degree (BSc, BA)",1,Against,Doesn't stop transmission or infection,Pro,3
45,1658936772170,27/07/2022 15:46:12,6847746,3,43,Somewhat Agree,statements,55,Rarely,Rarely,49,Female,"Undergraduate degree (BSc, BA)",1,For,It's what everybody else is doing.,Pro,5
46,1658936776956,27/07/2022 15:46:16,6847746,3,44,Strongly Disagree,statements,52,Rarely,Most months,43,Female,"Undergraduate degree (BSc, BA)",1,Against,I don't do experimental drugs,Pro,1
47,1658936781528,27/07/2022 15:46:21,6847746,3,45,Disagree,statements,53,Most days,Most days,33,Male,GCSEs,3,For,I believe everything I hear,Pro,2
48,1658936791038,27/07/2022 15:46:31,6847746,3,46,Strongly Disagree,statements,55,Rarely,Rarely,49,Female,"Undergraduate degree (BSc, BA)",2,For,I feel as if I have to or other people will judge me.,Pro,1
49,1658936794698,27/07/2022 15:46:34,6847746,3,47,Agree,statements,56,A few times a year,A few times a year,25,Female,A levels,1,For,Lessen severity of symptoms for myself,Pro,6
51,1658936803311,27/07/2022 15:46:43,6847746,3,49,Somewhat Agree,statements,53,Most days,Most days,33,Male,GCSEs,1,For,It's effective because the news told me so,Pro,5
52,1658936824466,27/07/2022 15:47:04,6847746,3,50,Disagree,statements,55,Rarely,Rarely,49,Female,"Undergraduate degree (BSc, BA)",1,Against,People have died from taking the vaccine who would otherwise still be here today.,Pro,2
53,1658936828421,27/07/2022 15:47:08,6847746,3,51,Strongly Disagree,statements,57,Most weeks,Most months,29,Female,"Undergraduate degree (BSc, BA)",3,Against,Don't believe COVID-19 is real,Pro,1
54,1658936838213,27/07/2022 15:47:18,6847746,3,52,Agree,statements,58,Most weeks,Rarely,28,Female,"Undergraduate degree (BSc, BA)",2,For,Have underlying health conditions,Pro,6
55,1658936841775,27/07/2022 15:47:21,6847746,3,53,Somewhat Agree,statements,52,Rarely,Most months,43,Female,"Undergraduate degree (BSc, BA)",2,For,"If I don't take it, I'll die from the disease.",Pro,5
56,1658936848874,27/07/2022 15:47:28,6847746,3,54,Strongly Disagree,statements,60,Rarely,A few times a year,30,Female,"Undergraduate degree (BSc, BA)",1,Against,Produced too quickly,Pro,1
57,1658936854028,27/07/2022 15:47:34,6847746,3,55,Strongly Disagree,statements,54,Most days,Most days,47,Female,"Undergraduate degree (BSc, BA)",1,Against,I rely on my natural immunity,Pro,1
58,1658936861458,27/07/2022 15:47:41,6847746,3,56,Somewhat Disagree,statements,60,Rarely,A few times a year,30,Female,"Undergraduate degree (BSc, BA)",2,Against,Don't know what the long term side effects of the vaccine are,Pro,3
59,1658936867625,27/07/2022 15:47:47,6847746,3,57,Strongly Disagree,statements,57,Most weeks,Most months,29,Female,"Undergraduate degree (BSc, BA)",2,Against,Vaccines developed too quickly so not safe or trustworthy,Pro,1
60,1658936871617,27/07/2022 15:47:51,6847746,3,58,Strongly Agree,statements,54,Most days,Most days,47,Female,"Undergraduate degree (BSc, BA)",1,For,Its a deadly disease,Pro,7
61,1658936875465,27/07/2022 15:47:55,6847746,3,59,Strongly Agree,statements,54,Most days,Most days,47,Female,"Undergraduate degree (BSc, BA)",2,For,I want to do my bit to protect the vulnerable ...so I don't pass it on to others,Pro,7
62,1658936878655,27/07/2022 15:47:58,6847746,3,60,Agree,statements,57,Most weeks,Most months,29,Female,"Undergraduate degree (BSc, BA)",3,For,Help society to get back to normal,Pro,6
63,1658936886607,27/07/2022 15:48:06,6847746,3,61,Strongly Disagree,statements,52,Rarely,Most months,43,Female,"Undergraduate degree (BSc, BA)",3,Against,"Everyone, including the pharma companies aren't clear about possible side effects and the billion dollar shady pharma companies are immune from law suits from side effects or deaths.",Pro,1
64,1658936891654,27/07/2022 15:48:11,6847746,3,62,Somewhat Agree,statements,56,A few times a year,A few times a year,25,Female,A levels,1,Against,Don't know possible long term health complications,Pro,5
3,1658936618182,27/07/2022 15:43:38,6847770,3,1,Somewhat Agree,statements,56,A few times a year,A few times a year,25,Female,A levels,3,Against,Don't know how long immunity lasts,Pro,5
4,1658936620830,27/07/2022 15:43:40,6847770,3,2,Somewhat Disagree,statements,59,Most months,Rarely,58,Female,"GCSEs,A levels",1,Against,The vaccine has not been tested for long enough,Pro,3
5,1658936625053,27/07/2022 15:43:45,6847770,3,3,Somewhat Disagree,statements,53,Most days,Most days,33,Male,GCSEs,3,Against,If it's so effective then why do we have to wear masks and social distance,Pro,3
6,1658936628420,27/07/2022 15:43:48,6847770,3,4,Somewhat Agree,statements,54,Most days,Most days,47,Female,"Undergraduate degree (BSc, BA)",1,For,Its a deadly disease,Pro,5
7,1658936630403,27/07/2022 15:43:50,6847770,3,5,Strongly Disagree,statements,57,Most weeks,Most months,29,Female,"Undergraduate degree (BSc, BA)",3,Against,Don't believe COVID-19 is real,Pro,1
8,1658936636632,27/07/2022 15:43:56,6847770,3,6,Somewhat Agree,statements,54,Most days,Most days,47,Female,"Undergraduate degree (BSc, BA)",3,Against,The vaccine does not give you full immunity ....you can still catch and transmit the virus after being vaccinated .,Pro,5
9,1658936640157,27/07/2022 15:44:00,6847770,3,7,Disagree,statements,59,Most months,Rarely,58,Female,"GCSEs,A levels",3,Against,If enough other people get vaccinated I won't need it,Pro,2
10,1658936642327,27/07/2022 15:44:02,6847770,3,8,Strongly Agree,statements,59,Most months,Rarely,58,Female,"GCSEs,A levels",1,For,I want to help by being vaccinated,Pro,7
12,1658936650490,27/07/2022 15:44:10,6847770,3,10,Agree,statements,55,Rarely,Rarely,49,Female,"Undergraduate degree (BSc, BA)",1,For,It's what everybody else is doing.,Pro,6
13,1658936654013,27/07/2022 15:44:14,6847770,3,11,Agree,statements,51,Rarely,Most days,59,Female,"Undergraduate degree (BSc, BA)",2,For,I want to be able to go out and about without worrying.,Pro,6
14,1658936656695,27/07/2022 15:44:16,6847770,3,12,Disagree,statements,60,Rarely,A few times a year,30,Female,"Undergraduate degree (BSc, BA)",2,Against,Don't know what the long term side effects of the vaccine are,Pro,2
15,1658936660314,27/07/2022 15:44:20,6847770,3,13,Strongly Agree,statements,57,Most weeks,Most months,29,Female,"Undergraduate degree (BSc, BA)",1,For,Lower infection and transmission rates,Pro,7
16,1658936664227,27/07/2022 15:44:24,6847770,3,14,Somewhat Disagree,statements,52,Rarely,Most months,43,Female,"Undergraduate degree (BSc, BA)",2,Against,The trials haven't run long enough to know the long term effects,Pro,3
17,1658936668523,27/07/2022 15:44:28,6847770,3,15,Disagree,statements,52,Rarely,Most months,43,Female,"Undergraduate degree (BSc, BA)",1,Against,I don't do experimental drugs,Pro,2
18,1658936671786,27/07/2022 15:44:31,6847770,3,16,Disagree,statements,55,Rarely,Rarely,49,Female,"Undergraduate degree (BSc, BA)",1,Against,People have died from taking the vaccine who would otherwise still be here today.,Pro,2
19,1658936675681,27/07/2022 15:44:35,6847770,3,17,Neither Agree nor Disagree,statements,58,Most weeks,Rarely,28,Female,"Undergraduate degree (BSc, BA)",2,Against,Don't know enough about it,Pro,4
20,1658936677810,27/07/2022 15:44:37,6847770,3,18,Agree,statements,56,A few times a year,A few times a year,25,Female,A levels,1,For,Lessen severity of symptoms for myself,Pro,6
21,1658936681027,27/07/2022 15:44:41,6847770,3,19,Neither Agree nor Disagree,statements,53,Most days,Most days,33,Male,GCSEs,1,For,It's effective because the news told me so,Pro,4
22,1658936684976,27/07/2022 15:44:44,6847770,3,20,Somewhat Agree,statements,51,Rarely,Most days,59,Female,"Undergraduate degree (BSc, BA)",1,For,I'm worried about catching the coronavirus.,Pro,5
23,1658936688952,27/07/2022 15:44:48,6847770,3,21,Somewhat Agree,statements,60,Rarely,A few times a year,30,Female,"Undergraduate degree (BSc, BA)",3,Against,"Even after the vaccine, you are not guaranteed immunity.",Pro,5
24,1658936691881,27/07/2022 15:44:51,6847770,3,22,Somewhat Agree,statements,52,Rarely,Most months,43,Female,"Undergraduate degree (BSc, BA)",1,For,"Because everyone I know had it, i.e. peer pressure",Pro,5
25,1658936693904,27/07/2022 15:44:53,6847770,3,23,Strongly Agree,statements,60,Rarely,A few times a year,30,Female,"Undergraduate degree (BSc, BA)",2,For,looking after most vulnerable in society and protecting friends and family,Pro,7
26,1658936698396,27/07/2022 15:44:58,6847770,3,24,Disagree,statements,52,Rarely,Most months,43,Female,"Undergraduate degree (BSc, BA)",2,For,"If I don't take it, I'll die from the disease.",Pro,2
27,1658936702448,27/07/2022 15:45:02,6847770,3,25,Neither Agree nor Disagree,statements,56,A few times a year,A few times a year,25,Female,A levels,1,Against,Don't know possible long term health complications,Pro,4
28,1658936704887,27/07/2022 15:45:04,6847770,3,26,Disagree,statements,53,Most days,Most days,33,Male,GCSEs,1,Against,Not tested enough not enough clinical trials,Pro,2
29,1658936707061,27/07/2022 15:45:07,6847770,3,27,Disagree,statements,60,Rarely,A few times a year,30,Female,"Undergraduate degree (BSc, BA)",1,Against,Produced too quickly,Pro,2
30,1658936709892,27/07/2022 15:45:09,6847770,3,28,Neither Agree nor Disagree,statements,58,Most weeks,Rarely,28,Female,"Undergraduate degree (BSc, BA)",1,Against,Don't know the long term effects on fertility,Pro,4
31,1658936720305,27/07/2022 15:45:20,6847770,3,29,Disagree,statements,58,Most weeks,Rarely,28,Female,"Undergraduate degree (BSc, BA)",2,For,Have underlying health conditions,Pro,2
32,1658936722961,27/07/2022 15:45:22,6847770,3,30,Disagree,statements,54,Most days,Most days,47,Female,"Undergraduate degree (BSc, BA)",1,Against,I rely on my natural immunity,Pro,2
33,1658936729001,27/07/2022 15:45:29,6847770,3,31,Disagree,statements,55,Rarely,Rarely,49,Female,"Undergraduate degree (BSc, BA)",2,Against,"We don't yet know if there are any long term side effect of the vaccine, or how long it will stay effective, there just hasn't been time to test any of this.",Pro,2
34,1658936733620,27/07/2022 15:45:33,6847770,3,32,Somewhat Disagree,statements,51,Rarely,Most days,59,Female,"Undergraduate degree (BSc, BA)",3,For,I want to get back to 'normal'.,Pro,3
35,1658936736881,27/07/2022 15:45:36,6847770,3,33,Strongly Disagree,statements,57,Most weeks,Most months,29,Female,"Undergraduate degree (BSc, BA)",1,Against,Doesn't stop transmission or infection,Pro,1
36,1658936741777,27/07/2022 15:45:41,6847770,3,34,Somewhat Disagree,statements,56,A few times a year,A few times a year,25,Female,A levels,3,For,Go 'back to normal',Pro,3
37,1658936748458,27/07/2022 15:45:48,6847770,3,35,Disagree,statements,58,Most weeks,Rarely,28,Female,"Undergraduate degree (BSc, BA)",3,For,Have close family with underlying heath conditions,Pro,2
38,1658936751465,27/07/2022 15:45:51,6847770,3,36,Disagree,statements,58,Most weeks,Rarely,28,Female,"Undergraduate degree (BSc, BA)",3,Against,Not a risk group for covid,Pro,2
40,1658936762490,27/07/2022 15:46:02,6847770,3,38,Somewhat Agree,statements,52,Rarely,Most months,43,Female,"Undergraduate degree (BSc, BA)",3,For,"Vaccines are good, regardless of how new or experimental they are",Pro,5
41,1658936765103,27/07/2022 15:46:05,6847770,3,39,Agree,statements,59,Most months,Rarely,58,Female,"GCSEs,A levels",2,For,I want to feel safer,Pro,6
42,1658936779390,27/07/2022 15:46:19,6847770,3,40,Neither Agree nor Disagree,statements,52,Rarely,Most months,43,Female,"Undergraduate degree (BSc, BA)",3,Against,"Everyone, including the pharma companies aren't clear about possible side effects and the billion dollar shady pharma companies are immune from law suits from side effects or deaths.",Pro,4
43,1658936782198,27/07/2022 15:46:22,6847770,3,41,Disagree,statements,51,Rarely,Most days,59,Female,"Undergraduate degree (BSc, BA)",1,Against,The vaccine was never tested to the gold standard.,Pro,2
44,1658936785763,27/07/2022 15:46:25,6847770,3,42,Agree,statements,56,A few times a year,A few times a year,25,Female,A levels,2,For,Lessen chance of spreading it,Pro,6
45,1658936790226,27/07/2022 15:46:30,6847770,3,43,Neither Agree nor Disagree,statements,56,A few times a year,A few times a year,25,Female,A levels,2,Against,Not effective against different strains,Pro,4
46,1658936794474,27/07/2022 15:46:34,6847770,3,44,Somewhat Disagree,statements,58,Most weeks,Rarely,28,Female,"Undergraduate degree (BSc, BA)",1,For,Want to get back to normal,Pro,3
47,1658936797713,27/07/2022 15:46:37,6847770,3,45,Neither Agree nor Disagree,statements,59,Most months,Rarely,58,Female,"GCSEs,A levels",2,Against,Worried about the side effects that could happen,Pro,4
48,1658936805185,27/07/2022 15:46:45,6847770,3,46,Somewhat Disagree,statements,51,Rarely,Most days,59,Female,"Undergraduate degree (BSc, BA)",3,Against,"RNA vaccines are new, and past trials and tests with them on animals were unsuccessful, with many animal deaths from them. RNA vaccines can be dangerous and the long-term effects are unknown.",Pro,3
49,1658936808987,27/07/2022 15:46:48,6847770,3,47,Somewhat Disagree,statements,55,Rarely,Rarely,49,Female,"Undergraduate degree (BSc, BA)",2,For,I feel as if I have to or other people will judge me.,Pro,3
50,1658936812366,27/07/2022 15:46:52,6847770,3,48,Strongly Disagree,statements,55,Rarely,Rarely,49,Female,"Undergraduate degree (BSc, BA)",3,For,Most people haven't had any serious side effects.,Pro,1
51,1658936817824,27/07/2022 15:46:57,6847770,3,49,Agree,statements,54,Most days,Most days,47,Female,"Undergraduate degree (BSc, BA)",3,For,"Even though it may not be fatal for everyone , people ca still suffer from long covid",Pro,6
52,1658936820480,27/07/2022 15:47:00,6847770,3,50,Somewhat Disagree,statements,53,Most days,Most days,33,Male,GCSEs,3,For,I believe everything I hear,Pro,3
53,1658936827569,27/07/2022 15:47:07,6847770,3,51,Somewhat Disagree,statements,54,Most days,Most days,47,Female,"Undergraduate degree (BSc, BA)",2,Against,The vaccines haven't been thoroughly tested so the side effects are as yet unknown,Pro,3
54,1658936829896,27/07/2022 15:47:09,6847770,3,52,Somewhat Disagree,statements,57,Most weeks,Most months,29,Female,"Undergraduate degree (BSc, BA)",2,Against,Vaccines developed too quickly so not safe or trustworthy,Pro,3
55,1658936837544,27/07/2022 15:47:17,6847770,3,53,Somewhat Disagree,statements,53,Most days,Most days,33,Male,GCSEs,2,Against,Big pharma taking 3.7billion in profits not giving it to everyone for free,Pro,3
56,1658936843817,27/07/2022 15:47:23,6847770,3,54,Neither Agree nor Disagree,statements,53,Most days,Most days,33,Male,GCSEs,2,For,All my friends have got it so IÈm getting it,Pro,4
57,1658936849918,27/07/2022 15:47:29,6847770,3,55,Somewhat Agree,statements,60,Rarely,A few times a year,30,Female,"Undergraduate degree (BSc, BA)",1,For,"Herd immunity if everyone does it, it will be more effective",Pro,5
58,1658936852356,27/07/2022 15:47:32,6847770,3,56,Agree,statements,59,Most months,Rarely,58,Female,"GCSEs,A levels",3,For,It's the only way out of this pandemic,Pro,6
59,1658936858116,27/07/2022 15:47:38,6847770,3,57,Somewhat Disagree,statements,51,Rarely,Most days,59,Female,"Undergraduate degree (BSc, BA)",2,Against,"The vaccine trials have caused some very adverse reactions, ongoing complications, and even death. Some covid vaccine manufacturers have even stated these dangers themselves.",Pro,3
60,1658936861332,27/07/2022 15:47:41,6847770,3,58,Somewhat Agree,statements,60,Rarely,A few times a year,30,Female,"Undergraduate degree (BSc, BA)",3,For,get back to normal life,Pro,5
61,1658936865778,27/07/2022 15:47:45,6847770,3,59,Somewhat Disagree,statements,55,Rarely,Rarely,49,Female,"Undergraduate degree (BSc, BA)",3,Against,"I can carry on keeping my distance from people, wearing a mask and using hand sanitiser and keep myself and my family safe that way. It's worked so far.",Pro,3
62,1658936869646,27/07/2022 15:47:49,6847770,3,60,Strongly Agree,statements,54,Most days,Most days,47,Female,"Undergraduate degree (BSc, BA)",2,For,I want to do my bit to protect the vulnerable ...so I don't pass it on to others,Pro,7
63,1658936871299,27/07/2022 15:47:51,6847770,3,61,Strongly Agree,statements,57,Most weeks,Most months,29,Female,"Undergraduate degree (BSc, BA)",3,For,Help society to get back to normal,Pro,7
64,1658936873513,27/07/2022 15:47:53,6847770,3,62,Strongly Agree,statements,57,Most weeks,Most months,29,Female,"Undergraduate degree (BSc, BA)",2,For,reduce the impact of COVID-19 symptoms when contracted,Pro,7
3,1658936647334,27/07/2022 15:44:07,6847764,3,1,Agree,statements,58,Most weeks,Rarely,28,Female,"Undergraduate degree (BSc, BA)",1,For,Want to get back to normal,Pro,6
4,1658936667273,27/07/2022 15:44:27,6847764,3,2,Agree,statements,58,Most weeks,Rarely,28,Female,"Undergraduate degree (BSc, BA)",3,For,Have close family with underlying heath conditions,Pro,6
6,1658936681358,27/07/2022 15:44:41,6847764,3,4,Agree,statements,54,Most days,Most days,47,Female,"Undergraduate degree (BSc, BA)",3,For,"Even though it may not be fatal for everyone , people ca still suffer from long covid",Pro,6
7,1658936687724,27/07/2022 15:44:47,6847764,3,5,Somewhat Agree,statements,52,Rarely,Most months,43,Female,"Undergraduate degree (BSc, BA)",3,For,"Vaccines are good, regardless of how new or experimental they are",Pro,5
8,1658936695976,27/07/2022 15:44:55,6847764,3,6,Somewhat Disagree,statements,51,Rarely,Most days,59,Female,"Undergraduate degree (BSc, BA)",1,Against,The vaccine was never tested to the gold standard.,Pro,3
9,1658936699600,27/07/2022 15:44:59,6847764,3,7,Disagree,statements,55,Rarely,Rarely,49,Female,"Undergraduate degree (BSc, BA)",1,For,It's what everybody else is doing.,Pro,2
10,1658936703458,27/07/2022 15:45:03,6847764,3,8,Agree,statements,56,A few times a year,A few times a year,25,Female,A levels,1,For,Lessen severity of symptoms for myself,Pro,6
11,1658936711040,27/07/2022 15:45:11,6847764,3,9,Strongly Disagree,statements,57,Most weeks,Most months,29,Female,"Undergraduate degree (BSc, BA)",3,Against,Don't believe COVID-19 is real,Pro,1
12,1658936720924,27/07/2022 15:45:20,6847764,3,10,Agree,statements,53,Most days,Most days,33,Male,GCSEs,1,For,It's effective because the news told me so,Pro,6
