Event.Index,UTC.Timestamp,UTC.Date,Participant.Private.ID,Task.Version,Trial.Number,Response,display,ID,discuss_1,read_1,age,gender,edu,arg_ID,Arg_Position,Arguments,stanely_V,stanley_Nv,intellectual_v_1,intellectual_v_2,intellectual_v_3,intellectual_Nv_1,intellectual_Nv_2,intellectual_Nv_3,morality_v_1,morality_v_2,morality_v_3,morality_Nv_1,morality_Nv_2,morality_Nv_3,rater_position,response_ratings
38,1646420000000,04/03/2022 17:34,5946549,2,36,Strongly Disagree,statements,1,Rarely,Once or twice a year,35,Female,Doctorate (PhD),2,For,Reducing climate change/environmental impact,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,1
39,1646420000000,04/03/2022 17:35,5946549,2,37,Strongly Disagree,statements,6,Never,Once or twice a year,22,Male,GCSEs,3,Against,I believe it facilitates the continued reproduction of animal species,Agree,NA,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,1
40,1646420000000,04/03/2022 17:35,5946549,2,38,Strongly Agree,statements,3,Never,Once or twice a year,21,Male,A levels,1,Against,My decisions will not make any change to environment,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,7
41,1646420000000,04/03/2022 17:35,5946549,2,39,Strongly Agree,statements,10,Rarely,Rarely,39,Male,"Undergraduate degree (BSc, BA),Postgraduate degree (MSc, MA, MPhil)",3,Against,animals are part of the food chain,Agree,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,7
42,1646420000000,04/03/2022 17:35,5946549,2,40,Neither Agree nor Disagree,statements,2,Rarely,Rarely,22,Male,"Undergraduate degree (BSc, BA)",3,Against,It's bad for my health I need nutrients from meat and other products.,Agree,NA,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,4
43,1646420000000,04/03/2022 17:35,5946549,2,41,Neither Agree nor Disagree,statements,10,Rarely,Rarely,39,Male,"Undergraduate degree (BSc, BA),Postgraduate degree (MSc, MA, MPhil)",2,Against,man can eat everything in nature,Agree,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,4
44,1646420000000,04/03/2022 17:35,5946549,2,42,Neither Agree nor Disagree,statements,4,Never,Never,21,Female,A levels,2,Against,Vegan products tend to be more expensive,Agree,NA,Agree,Somewhat Disagree,Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,4
45,1646420000000,04/03/2022 17:35,5946549,2,43,Somewhat Agree,statements,1,Rarely,Once or twice a year,35,Female,Doctorate (PhD),1,Against,Taste/enjoyment of different foods,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,5
46,1646420000000,04/03/2022 17:35,5946549,2,44,Somewhat Disagree,statements,9,Rarely,Once or twice a year,18,Male,Vocational Training / Apprenticeship,3,Against,The animals that we kill in order to eat do not suffer,Agree,NA,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,NONvegan,3
47,1646420000000,04/03/2022 17:36,5946549,2,45,Strongly Agree,statements,7,Rarely,A few times a year,42,Female,Doctorate (PhD),1,Against,I like meat too much,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,7
48,1646420000000,04/03/2022 17:36,5946549,2,46,Neither Agree nor Disagree,statements,7,Rarely,A few times a year,42,Female,Doctorate (PhD),3,Against,Meat and fish are necessary for a healthy and wholesame diet,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,4
49,1646420000000,04/03/2022 17:36,5946549,2,47,Disagree,statements,7,Rarely,A few times a year,42,Female,Doctorate (PhD),1,For,I am against animal cruelty,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,2
50,1646420000000,04/03/2022 17:36,5946549,2,48,Neither Agree nor Disagree,statements,9,Rarely,Once or twice a year,18,Male,Vocational Training / Apprenticeship,3,For,We can survive without meet,Agree,NA,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,NONvegan,4
51,1646420000000,04/03/2022 17:36,5946549,2,49,Strongly Disagree,statements,2,Rarely,Rarely,22,Male,"Undergraduate degree (BSc, BA)",3,For,Saves animals from exploitation,Agree,NA,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,1
52,1646420000000,04/03/2022 17:36,5946549,2,50,Strongly Agree,statements,5,Once or twice a year,Rarely,22,Male,"Undergraduate degree (BSc, BA)",1,Against,i love meat too much,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,7
53,1646420000000,04/03/2022 17:36,5946549,2,51,Neither Agree nor Disagree,statements,6,Never,Once or twice a year,22,Male,GCSEs,2,Against,"I believe it's an economic necessity, at least for now",Agree,NA,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,4
54,1646420000000,04/03/2022 17:36,5946549,2,52,Neither Agree nor Disagree,statements,3,Never,Once or twice a year,21,Male,A levels,3,Against,Lack of vitamins when being vegan,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,4
55,1646420000000,04/03/2022 17:37,5946549,2,53,Strongly Disagree,statements,9,Rarely,Once or twice a year,18,Male,Vocational Training / Apprenticeship,1,For,Animals deserve to live,Agree,NA,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,NONvegan,1
56,1646420000000,04/03/2022 17:37,5946549,2,54,Strongly Agree,statements,5,Once or twice a year,Rarely,22,Male,"Undergraduate degree (BSc, BA)",2,Against,i don't care about the environment,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,7
57,1646420000000,04/03/2022 17:37,5946549,2,55,Neither Agree nor Disagree,statements,6,Never,Once or twice a year,22,Male,GCSEs,3,For,I feel a vegan diet is cleaner and makes them feel better,Agree,NA,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,4
59,1646420000000,04/03/2022 17:37,5946549,2,57,Strongly Disagree,statements,6,Never,Once or twice a year,22,Male,GCSEs,1,For,I feel sorry for the animals killed/exploited for consumption,Agree,NA,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,1
60,1646420000000,04/03/2022 17:37,5946549,2,58,Disagree,statements,5,Once or twice a year,Rarely,22,Male,"Undergraduate degree (BSc, BA)",3,For,being anti animal cruelty,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,2
61,1646420000000,04/03/2022 17:37,5946549,2,59,Strongly Agree,statements,6,Never,Once or twice a year,22,Male,GCSEs,1,Against,I love meat/animal byproducts,Agree,NA,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,7
62,1646420000000,04/03/2022 17:37,5946549,2,60,Neither Agree nor Disagree,statements,10,Rarely,Rarely,39,Male,"Undergraduate degree (BSc, BA),Postgraduate degree (MSc, MA, MPhil)",3,For,environmentally sustainable food,Agree,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,4
63,1646420000000,04/03/2022 17:38,5946549,2,61,Agree,statements,9,Rarely,Once or twice a year,18,Male,Vocational Training / Apprenticeship,2,Against,Vegan plates arenÂ´t as tasty as meat plates,Agree,NA,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,NONvegan,6
64,1646420000000,04/03/2022 17:38,5946549,2,62,Agree,statements,5,Once or twice a year,Rarely,22,Male,"Undergraduate degree (BSc, BA)",3,Against,"It's my life, let me live it",Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,6
3,1646410000000,04/03/2022 17:27,5946566,2,1,Neither Agree nor Disagree,statements,6,Never,Once or twice a year,22,Male,GCSEs,3,For,I feel a vegan diet is cleaner and makes them feel better,Agree,NA,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,4
4,1646410000000,04/03/2022 17:27,5946566,2,2,Somewhat Agree,statements,2,Rarely,Rarely,22,Male,"Undergraduate degree (BSc, BA)",2,For,It's healthier than eating meat and fast food.,Agree,NA,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,5
5,1646410000000,04/03/2022 17:27,5946566,2,3,Somewhat Agree,statements,8,Rarely,Once or twice a year,24,Other,Vocational Training / Apprenticeship,1,For,The negative ecological impact meat production has on the Earth,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,5
6,1646410000000,04/03/2022 17:27,5946566,2,4,Somewhat Agree,statements,1,Rarely,Once or twice a year,35,Female,Doctorate (PhD),1,For,Ethical treatment of animals,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,5
7,1646410000000,04/03/2022 17:27,5946566,2,5,Agree,statements,3,Never,Once or twice a year,21,Male,A levels,2,Against,Meat is a great source of protein,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,6
8,1646410000000,04/03/2022 17:27,5946566,2,6,Agree,statements,4,Never,Never,21,Female,A levels,2,Against,Vegan products tend to be more expensive,Agree,NA,Agree,Somewhat Disagree,Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,6
9,1646410000000,04/03/2022 17:27,5946566,2,7,Neither Agree nor Disagree,statements,9,Rarely,Once or twice a year,18,Male,Vocational Training / Apprenticeship,1,Against,People who are vegan do not get as much nutrients as people who eat meat,Agree,NA,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,NONvegan,4
10,1646410000000,04/03/2022 17:27,5946566,2,8,Neither Agree nor Disagree,statements,6,Never,Once or twice a year,22,Male,GCSEs,3,Against,I believe it facilitates the continued reproduction of animal species,Agree,NA,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,4
11,1646410000000,04/03/2022 17:27,5946566,2,9,Somewhat Agree,statements,9,Rarely,Once or twice a year,18,Male,Vocational Training / Apprenticeship,1,For,Animals deserve to live,Agree,NA,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,NONvegan,5
12,1646410000000,04/03/2022 17:27,5946566,2,10,Somewhat Agree,statements,8,Rarely,Once or twice a year,24,Other,Vocational Training / Apprenticeship,3,Against,You can't have a properly balanced diet without at least some animal products,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,5
13,1646410000000,04/03/2022 17:27,5946566,2,11,Disagree,statements,1,Rarely,Once or twice a year,35,Female,Doctorate (PhD),3,Against,Cost and accessibility of vegan foods,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,2
14,1646410000000,04/03/2022 17:27,5946566,2,12,Somewhat Agree,statements,1,Rarely,Once or twice a year,35,Female,Doctorate (PhD),3,For,Personal health and wellbeing,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,5
15,1646410000000,04/03/2022 17:28,5946566,2,13,Somewhat Agree,statements,4,Never,Never,21,Female,A levels,3,For,"Religious reasons, may believe its unethical to harm animals",Agree,NA,Agree,Somewhat Disagree,Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,5
16,1646410000000,04/03/2022 17:28,5946566,2,14,Neither Agree nor Disagree,statements,2,Rarely,Rarely,22,Male,"Undergraduate degree (BSc, BA)",1,Against,It goes against my religion,Agree,NA,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,4
17,1646410000000,04/03/2022 17:28,5946566,2,15,Disagree,statements,8,Rarely,Once or twice a year,24,Other,Vocational Training / Apprenticeship,1,Against,Animals don't think like we do so they don't understand their own pain,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,2
18,1646410000000,04/03/2022 17:28,5946566,2,16,Somewhat Agree,statements,8,Rarely,Once or twice a year,24,Other,Vocational Training / Apprenticeship,2,For,Saving animals the suffering,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,5
19,1646410000000,04/03/2022 17:28,5946566,2,17,Neither Agree nor Disagree,statements,8,Rarely,Once or twice a year,24,Other,Vocational Training / Apprenticeship,2,Against,Animal products are too tasty to stop consuming them,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,4
20,1646410000000,04/03/2022 17:28,5946566,2,18,Neither Agree nor Disagree,statements,7,Rarely,A few times a year,42,Female,Doctorate (PhD),2,For,Being vegan is better for your health,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,4
21,1646410000000,04/03/2022 17:28,5946566,2,19,Somewhat Agree,statements,3,Never,Once or twice a year,21,Male,A levels,2,For,Reduced amount of harm to animals,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,5
22,1646410000000,04/03/2022 17:28,5946566,2,20,Somewhat Agree,statements,7,Rarely,A few times a year,42,Female,Doctorate (PhD),1,For,I am against animal cruelty,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,5
23,1646410000000,04/03/2022 17:28,5946566,2,21,Neither Agree nor Disagree,statements,2,Rarely,Rarely,22,Male,"Undergraduate degree (BSc, BA)",3,Against,It's bad for my health I need nutrients from meat and other products.,Agree,NA,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,4
24,1646410000000,04/03/2022 17:28,5946566,2,22,Somewhat Agree,statements,4,Never,Never,21,Female,A levels,1,Against,Like the taste of animal products,Agree,NA,Agree,Somewhat Disagree,Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,5
25,1646410000000,04/03/2022 17:28,5946566,2,23,Somewhat Agree,statements,4,Never,Never,21,Female,A levels,3,Against,Believe in the food chain,Agree,NA,Agree,Somewhat Disagree,Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,5
26,1646410000000,04/03/2022 17:28,5946566,2,24,Neither Agree nor Disagree,statements,9,Rarely,Once or twice a year,18,Male,Vocational Training / Apprenticeship,3,For,We can survive without meet,Agree,NA,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,NONvegan,4
27,1646410000000,04/03/2022 17:28,5946566,2,25,Neither Agree nor Disagree,statements,10,Rarely,Rarely,39,Male,"Undergraduate degree (BSc, BA),Postgraduate degree (MSc, MA, MPhil)",2,Against,man can eat everything in nature,Agree,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,4
28,1646410000000,04/03/2022 17:28,5946566,2,26,Somewhat Agree,statements,3,Never,Once or twice a year,21,Male,A levels,3,Against,Lack of vitamins when being vegan,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,5
29,1646410000000,04/03/2022 17:28,5946566,2,27,Somewhat Agree,statements,4,Never,Never,21,Female,A levels,2,For,Helping the environment,Agree,NA,Agree,Somewhat Disagree,Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,5
30,1646410000000,04/03/2022 17:28,5946566,2,28,Neither Agree nor Disagree,statements,8,Rarely,Once or twice a year,24,Other,Vocational Training / Apprenticeship,3,For,You can still eat perfectly balanced without animal products,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,4
31,1646410000000,04/03/2022 17:28,5946566,2,29,Somewhat Agree,statements,2,Rarely,Rarely,22,Male,"Undergraduate degree (BSc, BA)",1,For,It's good for the enviorment,Agree,NA,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,5
32,1646410000000,04/03/2022 17:28,5946566,2,30,Somewhat Agree,statements,4,Never,Never,21,Female,A levels,1,For,Protecting animals from harm,Agree,NA,Agree,Somewhat Disagree,Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,5
33,1646410000000,04/03/2022 17:28,5946566,2,31,Somewhat Agree,statements,10,Rarely,Rarely,39,Male,"Undergraduate degree (BSc, BA),Postgraduate degree (MSc, MA, MPhil)",1,Against,non-vegan food is tasty,Agree,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,5
34,1646410000000,04/03/2022 17:29,5946566,2,32,Somewhat Agree,statements,2,Rarely,Rarely,22,Male,"Undergraduate degree (BSc, BA)",3,For,Saves animals from exploitation,Agree,NA,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,5
35,1646410000000,04/03/2022 17:29,5946566,2,33,Somewhat Agree,statements,7,Rarely,A few times a year,42,Female,Doctorate (PhD),2,Against,It is difficult to refrain from all animal products,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,5
36,1646410000000,04/03/2022 17:29,5946566,2,34,Somewhat Agree,statements,7,Rarely,A few times a year,42,Female,Doctorate (PhD),1,Against,I like meat too much,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,5
37,1646410000000,04/03/2022 17:29,5946566,2,35,Somewhat Agree,statements,5,Once or twice a year,Rarely,22,Male,"Undergraduate degree (BSc, BA)",3,For,being anti animal cruelty,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,5
38,1646410000000,04/03/2022 17:29,5946566,2,36,Somewhat Agree,statements,5,Once or twice a year,Rarely,22,Male,"Undergraduate degree (BSc, BA)",1,Against,i love meat too much,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,5
39,1646410000000,04/03/2022 17:29,5946566,2,37,Somewhat Agree,statements,2,Rarely,Rarely,22,Male,"Undergraduate degree (BSc, BA)",2,Against,"I enjoy eating meat and other foods, they are just too delicious.",Agree,NA,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,5
40,1646410000000,04/03/2022 17:29,5946566,2,38,Somewhat Agree,statements,10,Rarely,Rarely,39,Male,"Undergraduate degree (BSc, BA),Postgraduate degree (MSc, MA, MPhil)",2,For,"respect for animals
",Agree,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,5
41,1646410000000,04/03/2022 17:29,5946566,2,39,Somewhat Disagree,statements,3,Never,Once or twice a year,21,Male,A levels,1,Against,My decisions will not make any change to environment,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,3
42,1646410000000,04/03/2022 17:29,5946566,2,40,Somewhat Disagree,statements,9,Rarely,Once or twice a year,18,Male,Vocational Training / Apprenticeship,2,For,People harm animals in order to eat,Agree,NA,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,NONvegan,3
43,1646410000000,04/03/2022 17:29,5946566,2,41,Somewhat Agree,statements,6,Never,Once or twice a year,22,Male,GCSEs,1,For,I feel sorry for the animals killed/exploited for consumption,Agree,NA,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,5
44,1646410000000,04/03/2022 17:29,5946566,2,42,Neither Agree nor Disagree,statements,7,Rarely,A few times a year,42,Female,Doctorate (PhD),3,For,It is better for the environment,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,4
45,1646410000000,04/03/2022 17:29,5946566,2,43,Neither Agree nor Disagree,statements,10,Rarely,Rarely,39,Male,"Undergraduate degree (BSc, BA),Postgraduate degree (MSc, MA, MPhil)",3,Against,animals are part of the food chain,Agree,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,4
46,1646410000000,04/03/2022 17:29,5946566,2,44,Somewhat Agree,statements,1,Rarely,Once or twice a year,35,Female,Doctorate (PhD),1,Against,Taste/enjoyment of different foods,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,5
47,1646410000000,04/03/2022 17:29,5946566,2,45,Somewhat Agree,statements,10,Rarely,Rarely,39,Male,"Undergraduate degree (BSc, BA),Postgraduate degree (MSc, MA, MPhil)",3,For,environmentally sustainable food,Agree,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,5
48,1646410000000,04/03/2022 17:29,5946566,2,46,Neither Agree nor Disagree,statements,5,Once or twice a year,Rarely,22,Male,"Undergraduate degree (BSc, BA)",3,Against,"It's my life, let me live it",Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,4
49,1646410000000,04/03/2022 17:29,5946566,2,47,Somewhat Agree,statements,3,Never,Once or twice a year,21,Male,A levels,3,For,Veganism is healthier diet,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,5
50,1646420000000,04/03/2022 17:30,5946566,2,48,Somewhat Agree,statements,5,Once or twice a year,Rarely,22,Male,"Undergraduate degree (BSc, BA)",2,For,having food allergies,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,5
53,1646420000000,04/03/2022 17:30,5946566,2,51,Somewhat Agree,statements,5,Once or twice a year,Rarely,22,Male,"Undergraduate degree (BSc, BA)",1,For,protecting the environment,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,5
54,1646420000000,04/03/2022 17:30,5946566,2,52,Somewhat Agree,statements,1,Rarely,Once or twice a year,35,Female,Doctorate (PhD),2,For,Reducing climate change/environmental impact,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,5
55,1646420000000,04/03/2022 17:30,5946566,2,53,Neither Agree nor Disagree,statements,6,Never,Once or twice a year,22,Male,GCSEs,2,Against,"I believe it's an economic necessity, at least for now",Agree,NA,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,4
56,1646420000000,04/03/2022 17:30,5946566,2,54,Neither Agree nor Disagree,statements,7,Rarely,A few times a year,42,Female,Doctorate (PhD),3,Against,Meat and fish are necessary for a healthy and wholesame diet,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,NONvegan,4
57,1646420000000,04/03/2022 17:30,5946566,2,55,Somewhat Agree,statements,6,Never,Once or twice a year,22,Male,GCSEs,2,For,I feel it is better to reduce the dependency on animals for food due to the environmental reasons,Agree,NA,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,NONvegan,5
