Event.Index,UTC.Timestamp,UTC.Date,Participant.Private.ID,Task.Version,Trial.Number,Response,display,ID,discuss_1,read_1,age,gender,edu,arg_ID,Arg_Position,Arguments,stanely_L,stanley_R,intellectual_R_1,intellectual_R_2,intellectual_R_3,intellectual_L_1,intellectual_L_2,intellectual_L_3,morality_R_1,morality_R_2,morality_R_3,morality_L_1,morality_L_2,morality_L_3,rater_position,response_ratings
25,1651570000000,03/05/2022 09:33,6396294,4,23,Disagree,statements,20,Once or twice a year,Rarely,65,Male,"Undergraduate degree (BSc, BA)",1,Leave,Control of borders - letting people in and out that we validate,Agree,NA,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,REMAIN,2
26,1651570000000,03/05/2022 09:33,6396294,4,24,Somewhat Disagree,statements,13,Never,Never,58,Female,GCSEs,1,Remain,better and easier trading,Neither Agree nor Disagree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,3
27,1651570000000,03/05/2022 09:33,6396294,4,25,Disagree,statements,17,Rarely,Rarely,35,Male,GCSEs,1,Leave,"immigration, more control over who comes in and out",Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,REMAIN,2
28,1651570000000,03/05/2022 09:33,6396294,4,26,Neither Agree nor Disagree,statements,19,Never,Never,30,Female,"Undergraduate degree (BSc, BA)",3,Remain,Because their family members did,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,4
29,1651570000000,03/05/2022 09:33,6396294,4,27,Strongly Disagree,statements,14,Rarely,Most months,64,Male,GCSEs,3,Leave,MORE INDEPENDENCE INCLUDING LAWS IN BRITAIN,Somewhat Disagree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,1
30,1651570000000,03/05/2022 09:33,6396294,4,28,Disagree,statements,20,Once or twice a year,Rarely,65,Male,"Undergraduate degree (BSc, BA)",2,Leave,"Excessive ""overhead"" in managing the EU",Agree,NA,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,REMAIN,2
31,1651570000000,03/05/2022 09:33,6396294,4,29,Somewhat Disagree,statements,13,Never,Never,58,Female,GCSEs,1,Leave,make our own choices,Neither Agree nor Disagree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,3
32,1651570000000,03/05/2022 09:33,6396294,4,30,Somewhat Agree,statements,12,Rarely,Rarely,56,Female,A levels,3,Remain,"To be able to keep the many EU citizens that are working in the UK, especially in the NHS",Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,REMAIN,5
33,1651570000000,03/05/2022 09:33,6396294,4,31,Somewhat Agree,statements,17,Rarely,Rarely,35,Male,GCSEs,3,Remain,"free travel, easier to travel within europe",Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,REMAIN,5
34,1651570000000,03/05/2022 09:33,6396294,4,32,Disagree,statements,17,Rarely,Rarely,35,Male,GCSEs,3,Leave,"own laws, the european courts deciding things rather than us",Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,REMAIN,2
35,1651570000000,03/05/2022 09:33,6396294,4,33,Somewhat Agree,statements,11,Rarely,Rarely,32,Male,Doctorate (PhD),3,Remain,Freedom of movement helps the economy,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,5
36,1651570000000,03/05/2022 09:33,6396294,4,34,Neither Agree nor Disagree,statements,17,Rarely,Rarely,35,Male,GCSEs,2,Leave,"independence, not being tied to european laws",Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,REMAIN,4
37,1651570000000,03/05/2022 09:33,6396294,4,35,Neither Agree nor Disagree,statements,11,Rarely,Rarely,32,Male,Doctorate (PhD),1,Remain,Access to tariff free trade,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,4
38,1651570000000,03/05/2022 09:34,6396294,4,36,Disagree,statements,15,Never,Never,41,Male,"Undergraduate degree (BSc, BA)",2,Leave,Slow progress on getting things done as too wide spectrum of MEPs so ideological views lead to long drawn out arguments and hinders the European project,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,2
39,1651570000000,03/05/2022 09:34,6396294,4,37,Disagree,statements,20,Once or twice a year,Rarely,65,Male,"Undergraduate degree (BSc, BA)",3,Leave,Greater world opportunities for trade,Agree,NA,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,REMAIN,2
40,1651570000000,03/05/2022 09:34,6396294,4,38,Neither Agree nor Disagree,statements,20,Once or twice a year,Rarely,65,Male,"Undergraduate degree (BSc, BA)",1,Remain,Better the devil you know than the devil you don't.,Agree,NA,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,REMAIN,4
41,1651570000000,03/05/2022 09:34,6396294,4,39,Somewhat Agree,statements,15,Never,Never,41,Male,"Undergraduate degree (BSc, BA)",2,Remain,Working together always achieves better and quicker outcomes than to go it alone,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,5
42,1651570000000,03/05/2022 09:34,6396294,4,40,Disagree,statements,18,Never,Never,35,Female,GCSEs,3,Leave,LAws we can make our own laws,Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,REMAIN,2
43,1651570000000,03/05/2022 09:34,6396294,4,41,Disagree,statements,15,Never,Never,41,Male,"Undergraduate degree (BSc, BA)",3,Leave,Countries unequal in economy leading to disproportionate immigration which then leads to social tensions,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,2
44,1651570000000,03/05/2022 09:34,6396294,4,42,Strongly Disagree,statements,11,Rarely,Rarely,32,Male,Doctorate (PhD),2,Remain,The 'right' thing to do,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,1
45,1651570000000,03/05/2022 09:34,6396294,4,43,Somewhat Disagree,statements,11,Rarely,Rarely,32,Male,Doctorate (PhD),2,Leave,Less EU regulation and red tape,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,3
46,1651570000000,03/05/2022 09:34,6396294,4,44,Somewhat Disagree,statements,19,Never,Never,30,Female,"Undergraduate degree (BSc, BA)",1,Remain,Because I like the EU,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,3
47,1651570000000,03/05/2022 09:34,6396294,4,45,Somewhat Disagree,statements,12,Rarely,Rarely,56,Female,A levels,2,Leave,To make sure that jobs are available for british people,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,REMAIN,3
48,1651570000000,03/05/2022 09:34,6396294,4,46,Somewhat Disagree,statements,14,Rarely,Most months,64,Male,GCSEs,1,Leave,"less bills to pay to the EU,",Somewhat Disagree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,3
49,1651570000000,03/05/2022 09:34,6396294,4,47,Neither Agree nor Disagree,statements,12,Rarely,Rarely,56,Female,A levels,2,Remain,To enable easy trade of goods and services with other countries.,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,REMAIN,4
50,1651570000000,03/05/2022 09:34,6396294,4,48,Disagree,statements,16,Rarely,Rarely,NA,Female,A levels,3,Leave,"Save money helping other countries, we don't need to send aid",Agree,NA,Disagree,Disagree,Strongly Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,REMAIN,2
52,1651570000000,03/05/2022 09:34,6396294,4,50,Disagree,statements,13,Never,Never,58,Female,GCSEs,2,Leave,not pay lots of money to the eu,Neither Agree nor Disagree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,2
53,1651570000000,03/05/2022 09:34,6396294,4,51,Somewhat Agree,statements,18,Never,Never,35,Female,GCSEs,2,Remain,the freedom to regulate in a more proportionate and agile way that works for our great British businesses;,Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,REMAIN,5
54,1651570000000,03/05/2022 09:34,6396294,4,52,Somewhat Disagree,statements,13,Never,Never,58,Female,GCSEs,2,Remain,tighter regulations on goods,Neither Agree nor Disagree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,3
55,1651570000000,03/05/2022 09:34,6396294,4,53,Somewhat Disagree,statements,14,Rarely,Most months,64,Male,GCSEs,2,Leave,more money for the NHS,Somewhat Disagree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,3
56,1651570000000,03/05/2022 09:34,6396294,4,54,Somewhat Agree,statements,12,Rarely,Rarely,56,Female,A levels,1,Leave,To save money that was spent on membership and instead give it to the NHS,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,REMAIN,5
57,1651570000000,03/05/2022 09:34,6396294,4,55,Disagree,statements,16,Rarely,Rarely,NA,Female,A levels,1,Leave,We are able to stop as many migrants entering our country.,Agree,NA,Disagree,Disagree,Strongly Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,REMAIN,2
58,1651570000000,03/05/2022 09:34,6396294,4,56,Somewhat Agree,statements,19,Never,Never,30,Female,"Undergraduate degree (BSc, BA)",2,Remain,I agree with the EU and what the UK does for the EU/gets from the EU,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,5
59,1651570000000,03/05/2022 09:34,6396294,4,57,Agree,statements,15,Never,Never,41,Male,"Undergraduate degree (BSc, BA)",3,Remain,Strong economic growth due to more consistent rules across the Europe,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,6
60,1651570000000,03/05/2022 09:35,6396294,4,58,Somewhat Disagree,statements,18,Never,Never,35,Female,GCSEs,1,Leave,NHS we can protioze money and improve the nhs more,Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,REMAIN,3
61,1651570000000,03/05/2022 09:35,6396294,4,59,Agree,statements,20,Once or twice a year,Rarely,65,Male,"Undergraduate degree (BSc, BA)",2,Remain,change will be disruptive,Agree,NA,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,REMAIN,6
62,1651570000000,03/05/2022 09:35,6396294,4,60,Agree,statements,16,Rarely,Rarely,NA,Female,A levels,2,Remain,We can continue doing business with other countries in the EU,Agree,NA,Disagree,Disagree,Strongly Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,REMAIN,6
63,1651570000000,03/05/2022 09:35,6396294,4,61,Disagree,statements,19,Never,Never,30,Female,"Undergraduate degree (BSc, BA)",1,Leave,Independent form the EU,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,2
3,1651570000000,03/05/2022 09:35,6396306,4,1,Strongly Agree,statements,16,Rarely,Rarely,NA,Female,A levels,1,Remain,Free to travel in the different EU countries.,Agree,NA,Disagree,Disagree,Strongly Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,REMAIN,7
4,1651570000000,03/05/2022 09:35,6396306,4,2,Somewhat Disagree,statements,19,Never,Never,30,Female,"Undergraduate degree (BSc, BA)",1,Leave,Independent form the EU,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,3
5,1651570000000,03/05/2022 09:37,6396306,4,3,Somewhat Agree,statements,17,Rarely,Rarely,35,Male,GCSEs,2,Remain,"prices staying the same, no big increases",Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,REMAIN,5
6,1651570000000,03/05/2022 09:37,6396306,4,4,Somewhat Disagree,statements,17,Rarely,Rarely,35,Male,GCSEs,3,Leave,"own laws, the european courts deciding things rather than us",Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,REMAIN,3
7,1651570000000,03/05/2022 09:37,6396306,4,5,Strongly Agree,statements,12,Rarely,Rarely,56,Female,A levels,3,Remain,"To be able to keep the many EU citizens that are working in the UK, especially in the NHS",Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,REMAIN,7
8,1651570000000,03/05/2022 09:37,6396306,4,6,Somewhat Disagree,statements,11,Rarely,Rarely,32,Male,Doctorate (PhD),2,Leave,Less EU regulation and red tape,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,3
9,1651570000000,03/05/2022 09:37,6396306,4,7,Neither Agree nor Disagree,statements,18,Never,Never,35,Female,GCSEs,1,Leave,NHS we can protioze money and improve the nhs more,Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,REMAIN,4
10,1651570000000,03/05/2022 09:37,6396306,4,8,Agree,statements,13,Never,Never,58,Female,GCSEs,1,Leave,make our own choices,Neither Agree nor Disagree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,6
11,1651570000000,03/05/2022 09:37,6396306,4,9,Somewhat Disagree,statements,13,Never,Never,58,Female,GCSEs,2,Leave,not pay lots of money to the eu,Neither Agree nor Disagree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,3
12,1651570000000,03/05/2022 09:37,6396306,4,10,Strongly Agree,statements,11,Rarely,Rarely,32,Male,Doctorate (PhD),1,Remain,Access to tariff free trade,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,7
13,1651570000000,03/05/2022 09:37,6396306,4,11,Somewhat Disagree,statements,18,Never,Never,35,Female,GCSEs,1,Remain,"control of our democracy, borders and waters",Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,REMAIN,3
14,1651570000000,03/05/2022 09:37,6396306,4,12,Somewhat Agree,statements,14,Rarely,Most months,64,Male,GCSEs,2,Leave,more money for the NHS,Somewhat Disagree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,5
15,1651570000000,03/05/2022 09:38,6396306,4,13,Somewhat Agree,statements,12,Rarely,Rarely,56,Female,A levels,1,Leave,To save money that was spent on membership and instead give it to the NHS,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,REMAIN,5
16,1651570000000,03/05/2022 09:38,6396306,4,14,Disagree,statements,11,Rarely,Rarely,32,Male,Doctorate (PhD),3,Leave,"More money for the UK, instead of paying for the EU",Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,2
17,1651570000000,03/05/2022 09:38,6396306,4,15,Somewhat Disagree,statements,18,Never,Never,35,Female,GCSEs,2,Leave,Border control we can be in control,Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,REMAIN,3
18,1651570000000,03/05/2022 09:38,6396306,4,16,Somewhat Disagree,statements,13,Never,Never,58,Female,GCSEs,3,Leave,less fishing rights in our waters,Neither Agree nor Disagree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,3
19,1651570000000,03/05/2022 09:38,6396306,4,17,Strongly Agree,statements,13,Never,Never,58,Female,GCSEs,1,Remain,better and easier trading,Neither Agree nor Disagree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,7
20,1651570000000,03/05/2022 09:40,6396306,4,18,Neither Agree nor Disagree,statements,14,Rarely,Most months,64,Male,GCSEs,3,Leave,MORE INDEPENDENCE INCLUDING LAWS IN BRITAIN,Somewhat Disagree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,4
21,1651570000000,03/05/2022 09:40,6396306,4,19,Somewhat Disagree,statements,15,Never,Never,41,Male,"Undergraduate degree (BSc, BA)",2,Leave,Slow progress on getting things done as too wide spectrum of MEPs so ideological views lead to long drawn out arguments and hinders the European project,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,3
22,1651570000000,03/05/2022 09:40,6396306,4,20,Neither Agree nor Disagree,statements,12,Rarely,Rarely,56,Female,A levels,2,Leave,To make sure that jobs are available for british people,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,REMAIN,4
23,1651570000000,03/05/2022 09:40,6396306,4,21,Strongly Disagree,statements,15,Never,Never,41,Male,"Undergraduate degree (BSc, BA)",3,Leave,Countries unequal in economy leading to disproportionate immigration which then leads to social tensions,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,1
24,1651570000000,03/05/2022 09:40,6396306,4,22,Strongly Disagree,statements,11,Rarely,Rarely,32,Male,Doctorate (PhD),2,Remain,The 'right' thing to do,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,1
25,1651570000000,03/05/2022 09:41,6396306,4,23,Strongly Agree,statements,12,Rarely,Rarely,56,Female,A levels,1,Remain,To still have a say in the european union and its rules and laws.,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,REMAIN,7
26,1651570000000,03/05/2022 09:41,6396306,4,24,Somewhat Disagree,statements,15,Never,Never,41,Male,"Undergraduate degree (BSc, BA)",1,Leave,Too much red tape so things donât get done or over the top.,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,3
27,1651570000000,03/05/2022 09:41,6396306,4,25,Disagree,statements,18,Never,Never,35,Female,GCSEs,3,Leave,LAws we can make our own laws,Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,REMAIN,2
28,1651570000000,03/05/2022 09:41,6396306,4,26,Agree,statements,14,Rarely,Most months,64,Male,GCSEs,1,Remain,stay under eu rules,Somewhat Disagree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,6
29,1651570000000,03/05/2022 09:41,6396306,4,27,Strongly Agree,statements,15,Never,Never,41,Male,"Undergraduate degree (BSc, BA)",1,Remain,Free movement of people allows equal opportunities across Europe and social mobility,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,7
30,1651570000000,03/05/2022 09:41,6396306,4,28,Neither Agree nor Disagree,statements,20,Once or twice a year,Rarely,65,Male,"Undergraduate degree (BSc, BA)",2,Leave,"Excessive ""overhead"" in managing the EU",Agree,NA,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,REMAIN,4
31,1651570000000,03/05/2022 09:41,6396306,4,29,Disagree,statements,11,Rarely,Rarely,32,Male,Doctorate (PhD),1,Leave,Reduce immigration to the UK,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,2
32,1651570000000,03/05/2022 09:41,6396306,4,30,Strongly Disagree,statements,19,Never,Never,30,Female,"Undergraduate degree (BSc, BA)",3,Leave,Because I believe something I have read online,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,1
33,1651570000000,03/05/2022 09:42,6396306,4,31,Neither Agree nor Disagree,statements,16,Rarely,Rarely,NA,Female,A levels,2,Leave,The freedom to regulate in a more proportionate and agile way that works for our great British businesses;,Agree,NA,Disagree,Disagree,Strongly Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,REMAIN,4
34,1651570000000,03/05/2022 09:42,6396306,4,32,Somewhat Disagree,statements,17,Rarely,Rarely,35,Male,GCSEs,1,Leave,"immigration, more control over who comes in and out",Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,REMAIN,3
35,1651570000000,03/05/2022 09:42,6396306,4,33,Somewhat Disagree,statements,16,Rarely,Rarely,NA,Female,A levels,3,Leave,"Save money helping other countries, we don't need to send aid",Agree,NA,Disagree,Disagree,Strongly Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,REMAIN,3
36,1651570000000,03/05/2022 09:42,6396306,4,34,Neither Agree nor Disagree,statements,19,Never,Never,30,Female,"Undergraduate degree (BSc, BA)",3,Remain,Because their family members did,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,4
37,1651570000000,03/05/2022 09:42,6396306,4,35,Neither Agree nor Disagree,statements,19,Never,Never,30,Female,"Undergraduate degree (BSc, BA)",2,Leave,Because their families are,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,4
38,1651570000000,03/05/2022 09:42,6396306,4,36,Strongly Agree,statements,20,Once or twice a year,Rarely,65,Male,"Undergraduate degree (BSc, BA)",1,Remain,Better the devil you know than the devil you don't.,Agree,NA,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,REMAIN,7
39,1651570000000,03/05/2022 09:43,6396306,4,37,Somewhat Disagree,statements,18,Never,Never,35,Female,GCSEs,3,Remain,by allowing them to trade more freely with non-EU markets. F,Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,REMAIN,3
40,1651570000000,03/05/2022 09:43,6396306,4,38,Strongly Agree,statements,19,Never,Never,30,Female,"Undergraduate degree (BSc, BA)",2,Remain,I agree with the EU and what the UK does for the EU/gets from the EU,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,REMAIN,7
41,1651570000000,03/05/2022 09:43,6396306,4,39,Somewhat Disagree,statements,18,Never,Never,35,Female,GCSEs,2,Remain,the freedom to regulate in a more proportionate and agile way that works for our great British businesses;,Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,REMAIN,3
