Event.Index,UTC.Timestamp,UTC.Date,Participant.Private.ID,Task.Version,Trial.Number,Response,display,ARGUER_ID,discuss_1,read_1,age,gender,edu,argument_ID,Arg_Position,Arguments,rater_position,response_ratings,Arguer_Position,argument_index,Rater_ID,argument_Position,condition,ITT_cond,passedITT
61,1659955496603,08/08/2022 10:44:56,6893645,2,59,Strongly Agree,statements,83,Rarely,A few times a year,31,Female,"Undergraduate degree (BSc, BA)",1,Against,It hasn't been around long enough to know the long term effects,Anti,7,PRO,493,23,Against,ITT,1,1
62,1659955499207,08/08/2022 10:44:59,6893645,2,60,Agree,statements,89,A few times a year,Rarely,33,Female,"Undergraduate degree (BSc, BA)",3,Against,There's not been enough time to make the vaccine work properly,Anti,6,PRO,531,23,Against,ITT,1,1
63,1659955500959,08/08/2022 10:45:00,6893645,2,61,Somewhat Agree,statements,86,Rarely,Most days,19,Female,A levels,1,Against,it was produced fast,Anti,5,PRO,511,23,Against,ITT,1,0
64,1659955502535,08/08/2022 10:45:02,6893645,2,62,Agree,statements,84,Rarely,Rarely,19,Male,A levels,1,Against,danger of side effects,Anti,6,PRO,499,23,Against,ITT,1,1
4,1659955224966,08/08/2022 10:40:24,6893639,2,2,Strongly Agree,statements,86,Rarely,Most days,19,Female,A levels,1,Against,it was produced fast,Anti,7,PRO,511,21,Against,ITT,1,1
5,1659955227664,08/08/2022 10:40:27,6893639,2,3,Strongly Agree,statements,86,Rarely,Most days,19,Female,A levels,3,Against,the effectiveness hasn't really been proven,Anti,7,PRO,513,21,Against,ITT,1,1
6,1659955236630,08/08/2022 10:40:36,6893639,2,4,Somewhat Agree,statements,85,Rarely,Most weeks,57,Female,"Undergraduate degree (BSc, BA)",1,Against,The time factor - trials can take up to 10 years,Anti,5,PRO,505,21,Against,ITT,1,0
8,1659955251283,08/08/2022 10:40:51,6893639,2,6,Somewhat Agree,statements,84,Rarely,Rarely,19,Male,A levels,3,Against,my body my choice sort of argument,Anti,5,PRO,501,21,Against,ITT,1,0
9,1659955257773,08/08/2022 10:40:57,6893639,2,7,Agree,statements,85,Rarely,Most weeks,57,Female,"Undergraduate degree (BSc, BA)",3,Against,Possible side effects,Anti,6,PRO,507,21,Against,ITT,1,1
10,1659955266209,08/08/2022 10:41:06,6893639,2,8,Somewhat Disagree,statements,89,A few times a year,Rarely,33,Female,"Undergraduate degree (BSc, BA)",1,Against,I don't believe covid is real.,Anti,3,PRO,529,21,Against,ITT,1,0
12,1659955282168,08/08/2022 10:41:22,6893639,2,10,Strongly Agree,statements,82,Never,Rarely,28,Female,"Undergraduate degree (BSc, BA)",1,Against,Time of development,Anti,7,PRO,487,21,Against,ITT,1,1
17,1659955312194,08/08/2022 10:41:52,6893639,2,15,Disagree,statements,83,Rarely,A few times a year,31,Female,"Undergraduate degree (BSc, BA)",1,Against,It hasn't been around long enough to know the long term effects,Anti,2,PRO,493,21,Against,ITT,1,0
20,1659955329054,08/08/2022 10:42:09,6893639,2,18,Agree,statements,87,Never,Most months,35,Female,A levels,2,Against,They are trying to control us,Anti,6,PRO,518,21,Against,ITT,1,1
23,1659955349555,08/08/2022 10:42:29,6893639,2,21,Agree,statements,90,Most weeks,Most months,25,Female,"Undergraduate degree (BSc, BA)",1,Against,The vaccine has been developed too quickly so they're not sure it's safe,Anti,6,PRO,535,21,Against,ITT,1,1
24,1659955354119,08/08/2022 10:42:34,6893639,2,22,Strongly Disagree,statements,81,Rarely,Most weeks,31,Male,"Undergraduate degree (BSc, BA)",2,Against,The government can track me if I take the vaccine,Anti,1,PRO,482,21,Against,ITT,1,0
26,1659955369917,08/08/2022 10:42:49,6893639,2,24,Agree,statements,88,A few times a year,Most months,31,Female,"Undergraduate degree (BSc, BA)",2,Against,I don't trust the government/pharmaceutical industry to have produced a (safe) vaccine in the timeframe.,Anti,6,PRO,524,21,Against,ITT,1,1
28,1659955380508,08/08/2022 10:43:00,6893639,2,26,Agree,statements,81,Rarely,Most weeks,31,Male,"Undergraduate degree (BSc, BA)",1,Against,The companies haven't had enough time to develop it properly,Anti,6,PRO,481,21,Against,ITT,1,1
29,1659955385910,08/08/2022 10:43:05,6893639,2,27,Agree,statements,89,A few times a year,Rarely,33,Female,"Undergraduate degree (BSc, BA)",3,Against,There's not been enough time to make the vaccine work properly,Anti,6,PRO,531,21,Against,ITT,1,1
32,1659955395223,08/08/2022 10:43:15,6893639,2,30,Agree,statements,89,A few times a year,Rarely,33,Female,"Undergraduate degree (BSc, BA)",2,Against,I don't trust the vaccine works,Anti,6,PRO,530,21,Against,ITT,1,1
34,1659955404333,08/08/2022 10:43:24,6893639,2,32,Disagree,statements,82,Never,Rarely,28,Female,"Undergraduate degree (BSc, BA)",3,Against,I'm healthy so I won't die from it,Anti,2,PRO,489,21,Against,ITT,1,0
35,1659955407480,08/08/2022 10:43:27,6893639,2,33,Disagree,statements,87,Never,Most months,35,Female,A levels,3,Against,You will get a blood clot,Anti,2,PRO,519,21,Against,ITT,1,0
36,1659955411198,08/08/2022 10:43:31,6893639,2,34,Disagree,statements,82,Never,Rarely,28,Female,"Undergraduate degree (BSc, BA)",2,Against,I'm only young so I don't need it,Anti,2,PRO,488,21,Against,ITT,1,0
38,1659955424514,08/08/2022 10:43:44,6893639,2,36,Disagree,statements,88,A few times a year,Most months,31,Female,"Undergraduate degree (BSc, BA)",3,Against,I don't believe in Covid-19.,Anti,2,PRO,525,21,Against,ITT,1,0
43,1659955460832,08/08/2022 10:44:20,6893639,2,41,Strongly Disagree,statements,88,A few times a year,Most months,31,Female,"Undergraduate degree (BSc, BA)",1,Against,I don't believe in vaccinations.,Anti,1,PRO,523,21,Against,ITT,1,0
45,1659955476135,08/08/2022 10:44:36,6893639,2,43,Strongly Agree,statements,90,Most weeks,Most months,25,Female,"Undergraduate degree (BSc, BA)",2,Against,It doesn't stop you from catching the disease,Anti,7,PRO,536,21,Against,ITT,1,1
46,1659955482862,08/08/2022 10:44:42,6893639,2,44,Strongly Agree,statements,87,Never,Most months,35,Female,A levels,1,Against,There hasn't been long enough to develop a vaccination,Anti,7,PRO,517,21,Against,ITT,1,1
48,1659955490588,08/08/2022 10:44:50,6893639,2,46,Strongly Disagree,statements,85,Rarely,Most weeks,57,Female,"Undergraduate degree (BSc, BA)",2,Against,Against any type of vaccinations,Anti,1,PRO,506,21,Against,ITT,1,0
50,1659955498708,08/08/2022 10:44:58,6893639,2,48,Strongly Disagree,statements,81,Rarely,Most weeks,31,Male,"Undergraduate degree (BSc, BA)",3,Against,Don't believe that any vaccines are effective,Anti,1,PRO,483,21,Against,ITT,1,0
52,1659955511744,08/08/2022 10:45:11,6893639,2,50,Neither Agree nor Disagree,statements,84,Rarely,Rarely,19,Male,A levels,2,Against,thinking its a means of government control (conspiracy),Anti,4,PRO,500,21,Against,ITT,1,0
54,1659955520866,08/08/2022 10:45:20,6893639,2,52,Agree,statements,90,Most weeks,Most months,25,Female,"Undergraduate degree (BSc, BA)",3,Against,We don't know how effective the vaccine is yet,Anti,6,PRO,537,21,Against,ITT,1,1
56,1659955527610,08/08/2022 10:45:27,6893639,2,54,Agree,statements,84,Rarely,Rarely,19,Male,A levels,1,Against,danger of side effects,Anti,6,PRO,499,21,Against,ITT,1,1
60,1659955547554,08/08/2022 10:45:47,6893639,2,58,Agree,statements,83,Rarely,A few times a year,31,Female,"Undergraduate degree (BSc, BA)",2,Against,We don't know how long it works for,Anti,6,PRO,494,21,Against,ITT,1,1
61,1659955554362,08/08/2022 10:45:54,6893639,2,59,Agree,statements,86,Rarely,Most days,19,Female,A levels,2,Against,the side effects short term and long term,Anti,6,PRO,512,21,Against,ITT,1,1
63,1659955567341,08/08/2022 10:46:07,6893639,2,61,Agree,statements,83,Rarely,A few times a year,31,Female,"Undergraduate degree (BSc, BA)",3,Against,I don't want a Covid passport,Anti,6,PRO,495,21,Against,ITT,1,1
5,1659956164891,08/08/2022 10:56:04,6893711,2,3,Strongly Agree,statements,90,Most weeks,Most months,25,Female,"Undergraduate degree (BSc, BA)",2,Against,It doesn't stop you from catching the disease,Anti,7,PRO,536,38,Against,ITT,1,1
6,1659956169676,08/08/2022 10:56:09,6893711,2,4,Agree,statements,84,Rarely,Rarely,19,Male,A levels,1,Against,danger of side effects,Anti,6,PRO,499,38,Against,ITT,1,1
7,1659956174907,08/08/2022 10:56:14,6893711,2,5,Strongly Disagree,statements,83,Rarely,A few times a year,31,Female,"Undergraduate degree (BSc, BA)",3,Against,I don't want a Covid passport,Anti,1,PRO,495,38,Against,ITT,1,0
8,1659956180939,08/08/2022 10:56:20,6893711,2,6,Strongly Agree,statements,90,Most weeks,Most months,25,Female,"Undergraduate degree (BSc, BA)",3,Against,We don't know how effective the vaccine is yet,Anti,7,PRO,537,38,Against,ITT,1,1
9,1659956186055,08/08/2022 10:56:26,6893711,2,7,Neither Agree nor Disagree,statements,88,A few times a year,Most months,31,Female,"Undergraduate degree (BSc, BA)",1,Against,I don't believe in vaccinations.,Anti,4,PRO,523,38,Against,ITT,1,0
12,1659956203539,08/08/2022 10:56:43,6893711,2,10,Somewhat Disagree,statements,87,Never,Most months,35,Female,A levels,2,Against,They are trying to control us,Anti,3,PRO,518,38,Against,ITT,1,0
13,1659956209039,08/08/2022 10:56:49,6893711,2,11,Somewhat Agree,statements,90,Most weeks,Most months,25,Female,"Undergraduate degree (BSc, BA)",1,Against,The vaccine has been developed too quickly so they're not sure it's safe,Anti,5,PRO,535,38,Against,ITT,1,0
16,1659956221652,08/08/2022 10:57:01,6893711,2,14,Neither Agree nor Disagree,statements,86,Rarely,Most days,19,Female,A levels,2,Against,the side effects short term and long term,Anti,4,PRO,512,38,Against,ITT,1,0
19,1659956240761,08/08/2022 10:57:20,6893711,2,17,Neither Agree nor Disagree,statements,84,Rarely,Rarely,19,Male,A levels,2,Against,thinking its a means of government control (conspiracy),Anti,4,PRO,500,38,Against,ITT,1,0
20,1659956248168,08/08/2022 10:57:28,6893711,2,18,Agree,statements,82,Never,Rarely,28,Female,"Undergraduate degree (BSc, BA)",1,Against,Time of development,Anti,6,PRO,487,38,Against,ITT,1,1
21,1659956255376,08/08/2022 10:57:35,6893711,2,19,Somewhat Disagree,statements,81,Rarely,Most weeks,31,Male,"Undergraduate degree (BSc, BA)",3,Against,Don't believe that any vaccines are effective,Anti,3,PRO,483,38,Against,ITT,1,0
25,1659956274156,08/08/2022 10:57:54,6893711,2,23,Strongly Agree,statements,86,Rarely,Most days,19,Female,A levels,1,Against,it was produced fast,Anti,7,PRO,511,38,Against,ITT,1,1
28,1659956287098,08/08/2022 10:58:07,6893711,2,26,Strongly Agree,statements,84,Rarely,Rarely,19,Male,A levels,3,Against,my body my choice sort of argument,Anti,7,PRO,501,38,Against,ITT,1,1
29,1659956290295,08/08/2022 10:58:10,6893711,2,27,Agree,statements,85,Rarely,Most weeks,57,Female,"Undergraduate degree (BSc, BA)",3,Against,Possible side effects,Anti,6,PRO,507,38,Against,ITT,1,1
30,1659956294797,08/08/2022 10:58:14,6893711,2,28,Agree,statements,89,A few times a year,Rarely,33,Female,"Undergraduate degree (BSc, BA)",2,Against,I don't trust the vaccine works,Anti,6,PRO,530,38,Against,ITT,1,1
33,1659956310793,08/08/2022 10:58:30,6893711,2,31,Disagree,statements,89,A few times a year,Rarely,33,Female,"Undergraduate degree (BSc, BA)",1,Against,I don't believe covid is real.,Anti,2,PRO,529,38,Against,ITT,1,0
37,1659956334347,08/08/2022 10:58:54,6893711,2,35,Agree,statements,89,A few times a year,Rarely,33,Female,"Undergraduate degree (BSc, BA)",3,Against,There's not been enough time to make the vaccine work properly,Anti,6,PRO,531,38,Against,ITT,1,1
38,1659956338365,08/08/2022 10:58:58,6893711,2,36,Agree,statements,81,Rarely,Most weeks,31,Male,"Undergraduate degree (BSc, BA)",1,Against,The companies haven't had enough time to develop it properly,Anti,6,PRO,481,38,Against,ITT,1,1
39,1659956344748,08/08/2022 10:59:04,6893711,2,37,Agree,statements,88,A few times a year,Most months,31,Female,"Undergraduate degree (BSc, BA)",2,Against,I don't trust the government/pharmaceutical industry to have produced a (safe) vaccine in the timeframe.,Anti,6,PRO,524,38,Against,ITT,1,1
40,1659956348349,08/08/2022 10:59:08,6893711,2,38,Strongly Agree,statements,82,Never,Rarely,28,Female,"Undergraduate degree (BSc, BA)",3,Against,I'm healthy so I won't die from it,Anti,7,PRO,489,38,Against,ITT,1,1
42,1659956353884,08/08/2022 10:59:13,6893711,2,40,Somewhat Disagree,statements,85,Rarely,Most weeks,57,Female,"Undergraduate degree (BSc, BA)",2,Against,Against any type of vaccinations,Anti,3,PRO,506,38,Against,ITT,1,0
45,1659956367445,08/08/2022 10:59:27,6893711,2,43,Somewhat Agree,statements,87,Never,Most months,35,Female,A levels,3,Against,You will get a blood clot,Anti,5,PRO,519,38,Against,ITT,1,0
46,1659956367445,08/08/2022 10:59:27,6893711,2,44,Neither Agree nor Disagree,statements,81,Rarely,Most weeks,31,Male,"Undergraduate degree (BSc, BA)",2,Against,The government can track me if I take the vaccine,Anti,4,PRO,482,38,Against,ITT,1,0
49,1659956377229,08/08/2022 10:59:37,6893711,2,47,Strongly Disagree,statements,88,A few times a year,Most months,31,Female,"Undergraduate degree (BSc, BA)",3,Against,I don't believe in Covid-19.,Anti,1,PRO,525,38,Against,ITT,1,0
50,1659956377229,08/08/2022 10:59:37,6893711,2,48,Strongly Agree,statements,82,Never,Rarely,28,Female,"Undergraduate degree (BSc, BA)",2,Against,I'm only young so I don't need it,Anti,7,PRO,488,38,Against,ITT,1,1
57,1659956404709,08/08/2022 11:00:04,6893711,2,55,Agree,statements,87,Never,Most months,35,Female,A levels,1,Against,There hasn't been long enough to develop a vaccination,Anti,6,PRO,517,38,Against,ITT,1,1
58,1659956408746,08/08/2022 11:00:08,6893711,2,56,Strongly Agree,statements,83,Rarely,A few times a year,31,Female,"Undergraduate degree (BSc, BA)",1,Against,It hasn't been around long enough to know the long term effects,Anti,7,PRO,493,38,Against,ITT,1,1
59,1659956413905,08/08/2022 11:00:13,6893711,2,57,Strongly Agree,statements,83,Rarely,A few times a year,31,Female,"Undergraduate degree (BSc, BA)",2,Against,We don't know how long it works for,Anti,7,PRO,494,38,Against,ITT,1,1
62,1659956427256,08/08/2022 11:00:27,6893711,2,60,Strongly Agree,statements,86,Rarely,Most days,19,Female,A levels,3,Against,the effectiveness hasn't really been proven,Anti,7,PRO,513,38,Against,ITT,1,1
63,1659956427256,08/08/2022 11:00:27,6893711,2,61,Strongly Agree,statements,85,Rarely,Most weeks,57,Female,"Undergraduate degree (BSc, BA)",1,Against,The time factor - trials can take up to 10 years,Anti,7,PRO,505,38,Against,ITT,1,1
4,1659957606960,08/08/2022 11:20:06,6893832,2,2,Strongly Agree,statements,90,Most weeks,Most months,25,Female,"Undergraduate degree (BSc, BA)",3,Against,We don't know how effective the vaccine is yet,Anti,7,PRO,537,60,Against,ITT,1,1
7,1659957619867,08/08/2022 11:20:19,6893832,2,5,Strongly Agree,statements,88,A few times a year,Most months,31,Female,"Undergraduate degree (BSc, BA)",2,Against,I don't trust the government/pharmaceutical industry to have produced a (safe) vaccine in the timeframe.,Anti,7,PRO,524,60,Against,ITT,1,1
8,1659957622193,08/08/2022 11:20:22,6893832,2,6,Strongly Agree,statements,89,A few times a year,Rarely,33,Female,"Undergraduate degree (BSc, BA)",3,Against,There's not been enough time to make the vaccine work properly,Anti,7,PRO,531,60,Against,ITT,1,1
11,1659957636581,08/08/2022 11:20:36,6893832,2,9,Strongly Agree,statements,86,Rarely,Most days,19,Female,A levels,3,Against,the effectiveness hasn't really been proven,Anti,7,PRO,513,60,Against,ITT,1,1
14,1659957649663,08/08/2022 11:20:49,6893832,2,12,Neither Agree nor Disagree,statements,88,A few times a year,Most months,31,Female,"Undergraduate degree (BSc, BA)",3,Against,I don't believe in Covid-19.,Anti,4,PRO,525,60,Against,ITT,1,0
15,1659957653907,08/08/2022 11:20:53,6893832,2,13,Neither Agree nor Disagree,statements,81,Rarely,Most weeks,31,Male,"Undergraduate degree (BSc, BA)",3,Against,Don't believe that any vaccines are effective,Anti,4,PRO,483,60,Against,ITT,1,0
18,1659957662818,08/08/2022 11:21:02,6893832,2,16,Strongly Agree,statements,86,Rarely,Most days,19,Female,A levels,1,Against,it was produced fast,Anti,7,PRO,511,60,Against,ITT,1,1
19,1659957665190,08/08/2022 11:21:05,6893832,2,17,Strongly Agree,statements,81,Rarely,Most weeks,31,Male,"Undergraduate degree (BSc, BA)",1,Against,The companies haven't had enough time to develop it properly,Anti,7,PRO,481,60,Against,ITT,1,1
20,1659957668480,08/08/2022 11:21:08,6893832,2,18,Neither Agree nor Disagree,statements,81,Rarely,Most weeks,31,Male,"Undergraduate degree (BSc, BA)",2,Against,The government can track me if I take the vaccine,Anti,4,PRO,482,60,Against,ITT,1,0
21,1659957671732,08/08/2022 11:21:11,6893832,2,19,Neither Agree nor Disagree,statements,89,A few times a year,Rarely,33,Female,"Undergraduate degree (BSc, BA)",1,Against,I don't believe covid is real.,Anti,4,PRO,529,60,Against,ITT,1,0
25,1659957684285,08/08/2022 11:21:24,6893832,2,23,Strongly Agree,statements,87,Never,Most months,35,Female,A levels,1,Against,There hasn't been long enough to develop a vaccination,Anti,7,PRO,517,60,Against,ITT,1,1
27,1659957693109,08/08/2022 11:21:33,6893832,2,25,Strongly Agree,statements,89,A few times a year,Rarely,33,Female,"Undergraduate degree (BSc, BA)",2,Against,I don't trust the vaccine works,Anti,7,PRO,530,60,Against,ITT,1,1
30,1659957707888,08/08/2022 11:21:47,6893832,2,28,Agree,statements,82,Never,Rarely,28,Female,"Undergraduate degree (BSc, BA)",2,Against,I'm only young so I don't need it,Anti,6,PRO,488,60,Against,ITT,1,1
31,1659957710601,08/08/2022 11:21:50,6893832,2,29,Strongly Agree,statements,90,Most weeks,Most months,25,Female,"Undergraduate degree (BSc, BA)",1,Against,The vaccine has been developed too quickly so they're not sure it's safe,Anti,7,PRO,535,60,Against,ITT,1,1
33,1659957718519,08/08/2022 11:21:58,6893832,2,31,Neither Agree nor Disagree,statements,84,Rarely,Rarely,19,Male,A levels,2,Against,thinking its a means of government control (conspiracy),Anti,4,PRO,500,60,Against,ITT,1,0
35,1659957724291,08/08/2022 11:22:04,6893832,2,33,Strongly Agree,statements,83,Rarely,A few times a year,31,Female,"Undergraduate degree (BSc, BA)",1,Against,It hasn't been around long enough to know the long term effects,Anti,7,PRO,493,60,Against,ITT,1,1
37,1659957728910,08/08/2022 11:22:08,6893832,2,35,Strongly Agree,statements,83,Rarely,A few times a year,31,Female,"Undergraduate degree (BSc, BA)",2,Against,We don't know how long it works for,Anti,7,PRO,494,60,Against,ITT,1,1
39,1659957743446,08/08/2022 11:22:23,6893832,2,37,Strongly Agree,statements,82,Never,Rarely,28,Female,"Undergraduate degree (BSc, BA)",1,Against,Time of development,Anti,7,PRO,487,60,Against,ITT,1,1
40,1659957745611,08/08/2022 11:22:25,6893832,2,38,Somewhat Agree,statements,87,Never,Most months,35,Female,A levels,2,Against,They are trying to control us,Anti,5,PRO,518,60,Against,ITT,1,0
44,1659957759603,08/08/2022 11:22:39,6893832,2,42,Strongly Agree,statements,84,Rarely,Rarely,19,Male,A levels,1,Against,danger of side effects,Anti,7,PRO,499,60,Against,ITT,1,1
49,1659957775358,08/08/2022 11:22:55,6893832,2,47,Strongly Agree,statements,87,Never,Most months,35,Female,A levels,3,Against,You will get a blood clot,Anti,7,PRO,519,60,Against,ITT,1,1
50,1659957777959,08/08/2022 11:22:57,6893832,2,48,Neither Agree nor Disagree,statements,82,Never,Rarely,28,Female,"Undergraduate degree (BSc, BA)",3,Against,I'm healthy so I won't die from it,Anti,4,PRO,489,60,Against,ITT,1,0
51,1659957780519,08/08/2022 11:23:00,6893832,2,49,Strongly Agree,statements,90,Most weeks,Most months,25,Female,"Undergraduate degree (BSc, BA)",2,Against,It doesn't stop you from catching the disease,Anti,7,PRO,536,60,Against,ITT,1,1
52,1659957783207,08/08/2022 11:23:03,6893832,2,50,Strongly Agree,statements,83,Rarely,A few times a year,31,Female,"Undergraduate degree (BSc, BA)",3,Against,I don't want a Covid passport,Anti,7,PRO,495,60,Against,ITT,1,1
55,1659957788690,08/08/2022 11:23:08,6893832,2,53,Neither Agree nor Disagree,statements,88,A few times a year,Most months,31,Female,"Undergraduate degree (BSc, BA)",1,Against,I don't believe in vaccinations.,Anti,4,PRO,523,60,Against,ITT,1,0
56,1659957790696,08/08/2022 11:23:10,6893832,2,54,Strongly Agree,statements,85,Rarely,Most weeks,57,Female,"Undergraduate degree (BSc, BA)",3,Against,Possible side effects,Anti,7,PRO,507,60,Against,ITT,1,1
57,1659957792985,08/08/2022 11:23:12,6893832,2,55,Strongly Agree,statements,84,Rarely,Rarely,19,Male,A levels,3,Against,my body my choice sort of argument,Anti,7,PRO,501,60,Against,ITT,1,1
58,1659957796594,08/08/2022 11:23:16,6893832,2,56,Neither Agree nor Disagree,statements,85,Rarely,Most weeks,57,Female,"Undergraduate degree (BSc, BA)",2,Against,Against any type of vaccinations,Anti,4,PRO,506,60,Against,ITT,1,0
60,1659957803461,08/08/2022 11:23:23,6893832,2,58,Strongly Agree,statements,86,Rarely,Most days,19,Female,A levels,2,Against,the side effects short term and long term,Anti,7,PRO,512,60,Against,ITT,1,1
61,1659957806929,08/08/2022 11:23:26,6893832,2,59,Strongly Agree,statements,85,Rarely,Most weeks,57,Female,"Undergraduate degree (BSc, BA)",1,Against,The time factor - trials can take up to 10 years,Anti,7,PRO,505,60,Against,ITT,1,1
5,1659959872723,08/08/2022 11:57:52,6893971,2,3,Somewhat Agree,statements,87,Never,Most months,35,Female,A levels,2,Against,They are trying to control us,Anti,5,PRO,518,82,Against,ITT,1,0
6,1659959889369,08/08/2022 11:58:09,6893971,2,4,Agree,statements,83,Rarely,A few times a year,31,Female,"Undergraduate degree (BSc, BA)",2,Against,We don't know how long it works for,Anti,6,PRO,494,82,Against,ITT,1,1
9,1659961020266,08/08/2022 12:17:00,6893971,2,7,Strongly Agree,statements,86,Rarely,Most days,19,Female,A levels,2,Against,the side effects short term and long term,Anti,7,PRO,512,82,Against,ITT,1,1
11,1659961038602,08/08/2022 12:17:18,6893971,2,9,Agree,statements,89,A few times a year,Rarely,33,Female,"Undergraduate degree (BSc, BA)",2,Against,I don't trust the vaccine works,Anti,6,PRO,530,82,Against,ITT,1,1
12,1659961040025,08/08/2022 12:17:20,6893971,2,10,Agree,statements,84,Rarely,Rarely,19,Male,A levels,1,Against,danger of side effects,Anti,6,PRO,499,82,Against,ITT,1,1
14,1659961050484,08/08/2022 12:17:30,6893971,2,12,Strongly Agree,statements,90,Most weeks,Most months,25,Female,"Undergraduate degree (BSc, BA)",2,Against,It doesn't stop you from catching the disease,Anti,7,PRO,536,82,Against,ITT,1,1
15,1659961053058,08/08/2022 12:17:33,6893971,2,13,Disagree,statements,89,A few times a year,Rarely,33,Female,"Undergraduate degree (BSc, BA)",1,Against,I don't believe covid is real.,Anti,2,PRO,529,82,Against,ITT,1,0
16,1659961053915,08/08/2022 12:17:33,6893971,2,14,Disagree,statements,88,A few times a year,Most months,31,Female,"Undergraduate degree (BSc, BA)",3,Against,I don't believe in Covid-19.,Anti,2,PRO,525,82,Against,ITT,1,0
17,1659961058859,08/08/2022 12:17:38,6893971,2,15,Agree,statements,86,Rarely,Most days,19,Female,A levels,3,Against,the effectiveness hasn't really been proven,Anti,6,PRO,513,82,Against,ITT,1,1
18,1659961070244,08/08/2022 12:17:50,6893971,2,16,Agree,statements,83,Rarely,A few times a year,31,Female,"Undergraduate degree (BSc, BA)",1,Against,It hasn't been around long enough to know the long term effects,Anti,6,PRO,493,82,Against,ITT,1,1
20,1659961083139,08/08/2022 12:18:03,6893971,2,18,Disagree,statements,87,Never,Most months,35,Female,A levels,3,Against,You will get a blood clot,Anti,2,PRO,519,82,Against,ITT,1,0
21,1659961094308,08/08/2022 12:18:14,6893971,2,19,Agree,statements,89,A few times a year,Rarely,33,Female,"Undergraduate degree (BSc, BA)",3,Against,There's not been enough time to make the vaccine work properly,Anti,6,PRO,531,82,Against,ITT,1,1
23,1659961100338,08/08/2022 12:18:20,6893971,2,21,Agree,statements,88,A few times a year,Most months,31,Female,"Undergraduate degree (BSc, BA)",2,Against,I don't trust the government/pharmaceutical industry to have produced a (safe) vaccine in the timeframe.,Anti,6,PRO,524,82,Against,ITT,1,1
24,1659961103064,08/08/2022 12:18:23,6893971,2,22,Agree,statements,83,Rarely,A few times a year,31,Female,"Undergraduate degree (BSc, BA)",3,Against,I don't want a Covid passport,Anti,6,PRO,495,82,Against,ITT,1,1
25,1659961107197,08/08/2022 12:18:27,6893971,2,23,Agree,statements,86,Rarely,Most days,19,Female,A levels,1,Against,it was produced fast,Anti,6,PRO,511,82,Against,ITT,1,1
29,1659961128467,08/08/2022 12:18:48,6893971,2,27,Agree,statements,90,Most weeks,Most months,25,Female,"Undergraduate degree (BSc, BA)",3,Against,We don't know how effective the vaccine is yet,Anti,6,PRO,537,82,Against,ITT,1,1
30,1659961131619,08/08/2022 12:18:51,6893971,2,28,Disagree,statements,88,A few times a year,Most months,31,Female,"Undergraduate degree (BSc, BA)",1,Against,I don't believe in vaccinations.,Anti,2,PRO,523,82,Against,ITT,1,0
31,1659961145716,08/08/2022 12:19:05,6893971,2,29,Agree,statements,85,Rarely,Most weeks,57,Female,"Undergraduate degree (BSc, BA)",1,Against,The time factor - trials can take up to 10 years,Anti,6,PRO,505,82,Against,ITT,1,1
36,1659961160223,08/08/2022 12:19:20,6893971,2,34,Agree,statements,82,Never,Rarely,28,Female,"Undergraduate degree (BSc, BA)",1,Against,Time of development,Anti,6,PRO,487,82,Against,ITT,1,1
37,1659961163828,08/08/2022 12:19:23,6893971,2,35,Agree,statements,90,Most weeks,Most months,25,Female,"Undergraduate degree (BSc, BA)",1,Against,The vaccine has been developed too quickly so they're not sure it's safe,Anti,6,PRO,535,82,Against,ITT,1,1
38,1659961168419,08/08/2022 12:19:28,6893971,2,36,Agree,statements,82,Never,Rarely,28,Female,"Undergraduate degree (BSc, BA)",3,Against,I'm healthy so I won't die from it,Anti,6,PRO,489,82,Against,ITT,1,1
47,1659961198064,08/08/2022 12:19:58,6893971,2,45,Neither Agree nor Disagree,statements,82,Never,Rarely,28,Female,"Undergraduate degree (BSc, BA)",2,Against,I'm only young so I don't need it,Anti,4,PRO,488,82,Against,ITT,1,0
49,1659961207155,08/08/2022 12:20:07,6893971,2,47,Neither Agree nor Disagree,statements,81,Rarely,Most weeks,31,Male,"Undergraduate degree (BSc, BA)",2,Against,The government can track me if I take the vaccine,Anti,4,PRO,482,82,Against,ITT,1,0
50,1659961210439,08/08/2022 12:20:10,6893971,2,48,Agree,statements,87,Never,Most months,35,Female,A levels,1,Against,There hasn't been long enough to develop a vaccination,Anti,6,PRO,517,82,Against,ITT,1,1
51,1659961211515,08/08/2022 12:20:11,6893971,2,49,Agree,statements,85,Rarely,Most weeks,57,Female,"Undergraduate degree (BSc, BA)",3,Against,Possible side effects,Anti,6,PRO,507,82,Against,ITT,1,1
54,1659961217230,08/08/2022 12:20:17,6893971,2,52,Somewhat Agree,statements,81,Rarely,Most weeks,31,Male,"Undergraduate degree (BSc, BA)",1,Against,The companies haven't had enough time to develop it properly,Anti,5,PRO,481,82,Against,ITT,1,0
58,1659961235561,08/08/2022 12:20:35,6893971,2,56,Neither Agree nor Disagree,statements,84,Rarely,Rarely,19,Male,A levels,2,Against,thinking its a means of government control (conspiracy),Anti,4,PRO,500,82,Against,ITT,1,0
60,1659961243398,08/08/2022 12:20:43,6893971,2,58,Agree,statements,84,Rarely,Rarely,19,Male,A levels,3,Against,my body my choice sort of argument,Anti,6,PRO,501,82,Against,ITT,1,1
